label,n,median,mean,std,q25,q75,iqr
BGDA (Alg. 2.2),12,0.7902435921195908,0.7846071750453111,0.01542819257532821,0.7759222417881062,0.7937720265889238,0.01784978480081756
KL descent,12,1.488835320296976,1.4808355518501444,0.035417287096699175,1.449174818733184,1.5090059580539108,0.0598311393207267
MD-Sinkhorn (M=1),12,1.096093587241159,1.0986527770331131,0.010217441695396677,1.0913059888957832,1.1090254544802833,0.017719465584500105
MD-Sinkhorn (M=2),12,0.9039064127588409,0.9013472229668866,0.010217441695396743,0.8909745455197169,0.9086940111042168,0.017719465584499883
