exp,N,d,seed,eps,tol_F,max_iter,algo,M_inner,converged,gibbs_to_tol,time_to_tol,sec_per_gibbs_to_tol,gibbs_total,wall_sec_total
E1_N2_KL_vs_MD_M1,2,2,0,1.0,1e-08,25000,KL,0,1,20.0,0.008572816848754883,0.0004286408424377441,20.0,0.010558605194091797
E1_N2_KL_vs_MD_M1,2,2,0,1.0,1e-08,25000,MD,1,1,11.0,0.0039865970611572266,0.00036241791465065694,11.0,0.0039865970611572266
E1_N2_KL_vs_MD_M1,2,3,0,1.0,1e-08,25000,KL,0,1,20.0,0.010053157806396484,0.0005026578903198243,20.0,0.010053157806396484
E1_N2_KL_vs_MD_M1,2,3,0,1.0,1e-08,25000,MD,1,1,9.0,0.0035521984100341797,0.00039468871222601994,9.0,0.0035521984100341797
E1_N2_KL_vs_MD_M1,2,4,0,1.0,1e-08,25000,KL,0,1,21.0,0.011536121368408203,0.000549339112781343,21.0,0.012548685073852539
E1_N2_KL_vs_MD_M1,2,4,0,1.0,1e-08,25000,MD,1,1,17.0,0.007639884948730469,0.00044940499698414523,17.0,0.00863957405090332
E1_N2_KL_vs_MD_M1,2,5,0,1.0,1e-08,25000,KL,0,1,31.0,0.08832836151123047,0.0028493019842332407,31.0,0.09234404563903809
E1_N2_KL_vs_MD_M1,2,5,0,1.0,1e-08,25000,MD,1,1,27.0,0.05491352081298828,0.002033834104184751,27.0,0.05591440200805664
E1_N2_KL_vs_MD_M1,2,6,0,1.0,1e-08,25000,KL,0,1,20.0,0.02003788948059082,0.001001894474029541,20.0,0.025045394897460938
E1_N2_KL_vs_MD_M1,2,6,0,1.0,1e-08,25000,MD,1,1,15.0,0.013031482696533203,0.0008687655131022136,15.0,0.014031171798706055
E1_N2_KL_vs_MD_M1,2,7,0,1.0,1e-08,25000,KL,0,1,79.0,0.2019345760345459,0.0025561338738550113,79.0,0.21596312522888184
E1_N2_KL_vs_MD_M1,2,7,0,1.0,1e-08,25000,MD,1,1,75.0,0.17358803749084473,0.002314507166544596,75.0,0.17458891868591309
E1_N2_KL_vs_MD_M1,2,8,0,1.0,1e-08,25000,KL,0,1,17.0,0.06202125549316406,0.0036483091466567095,17.0,0.06502008438110352
E1_N2_KL_vs_MD_M1,2,8,0,1.0,1e-08,25000,MD,1,1,11.0,0.035875558853149414,0.003261414441195401,11.0,0.03838539123535156
E1_N2_KL_vs_MD_M1,2,9,0,1.0,1e-08,25000,KL,0,1,30.0,0.21980547904968262,0.007326849301656087,30.0,0.22804689407348633
E1_N2_KL_vs_MD_M1,2,9,0,1.0,1e-08,25000,MD,1,1,27.0,0.7390422821044922,0.02737193637424045,27.0,0.7441411018371582
E1_N2_KL_vs_MD_M1,2,10,0,1.0,1e-08,25000,KL,0,1,43.0,0.9600043296813965,0.022325682085613873,43.0,0.9790401458740234
E1_N2_KL_vs_MD_M1,2,10,0,1.0,1e-08,25000,MD,1,1,39.0,0.5121462345123291,0.013131954731085362,39.0,0.5216639041900635
E1_N2_KL_vs_MD_M1,2,11,0,1.0,1e-08,25000,KL,0,1,46.0,16.809740781784058,0.3654291474300882,46.0,16.827887773513794
E1_N2_KL_vs_MD_M1,2,11,0,1.0,1e-08,25000,MD,1,1,43.0,29.32324504852295,0.6819359313609988,43.0,29.961830139160156
E1_N2_KL_vs_MD_M1,2,12,0,1.0,1e-08,25000,KL,0,1,55.0,53.89495325088501,0.979908240925182,55.0,54.7931387424469
E1_N2_KL_vs_MD_M1,2,12,0,1.0,1e-08,25000,MD,1,1,51.0,51.1762490272522,1.0034558632794548,51.0,52.14274001121521
E1_N2_KL_vs_MD_M1,2,2,1,1.0,1e-08,25000,KL,0,1,18.0,0.04417157173156738,0.002453976207309299,18.0,0.04928731918334961
E1_N2_KL_vs_MD_M1,2,2,1,1.0,1e-08,25000,MD,1,1,11.0,0.021599531173706055,0.0019635937430641866,11.0,0.022606849670410156
E1_N2_KL_vs_MD_M1,2,3,1,1.0,1e-08,25000,KL,0,1,19.0,0.049722909927368164,0.0026169952593351666,19.0,0.05370593070983887
E1_N2_KL_vs_MD_M1,2,3,1,1.0,1e-08,25000,MD,1,1,11.0,0.022046804428100586,0.0020042549480091443,11.0,0.02304673194885254
E1_N2_KL_vs_MD_M1,2,4,1,1.0,1e-08,25000,KL,0,1,17.0,0.056157827377319336,0.003303401610430549,17.0,0.06172823905944824
E1_N2_KL_vs_MD_M1,2,4,1,1.0,1e-08,25000,MD,1,1,11.0,0.039093732833862305,0.0035539757121693005,11.0,0.04207468032836914
E1_N2_KL_vs_MD_M1,2,5,1,1.0,1e-08,25000,KL,0,1,23.0,0.6635465621948242,0.028849850530209747,23.0,0.7062017917633057
E1_N2_KL_vs_MD_M1,2,5,1,1.0,1e-08,25000,MD,1,1,19.0,0.3714785575866699,0.019551503030877364,19.0,0.4006500244140625
E1_N2_KL_vs_MD_M1,2,6,1,1.0,1e-08,25000,KL,0,1,18.0,0.07890820503234863,0.004383789168463813,18.0,0.08544921875
E1_N2_KL_vs_MD_M1,2,6,1,1.0,1e-08,25000,MD,1,1,13.0,0.058737993240356445,0.0045183071723351115,13.0,0.060735464096069336
E1_N2_KL_vs_MD_M1,2,7,1,1.0,1e-08,25000,KL,0,1,18.0,0.3905634880065918,0.021697971555921767,18.0,0.4162614345550537
E1_N2_KL_vs_MD_M1,2,7,1,1.0,1e-08,25000,MD,1,1,13.0,0.3900010585784912,0.030000081429114707,13.0,0.4399533271789551
E1_N2_KL_vs_MD_M1,2,8,1,1.0,1e-08,25000,KL,0,1,75.0,3.009047269821167,0.040120630264282225,75.0,3.053952932357788
E1_N2_KL_vs_MD_M1,2,8,1,1.0,1e-08,25000,MD,1,1,71.0,2.9671642780303955,0.04179104616944219,71.0,3.0084283351898193
E1_N2_KL_vs_MD_M1,2,9,1,1.0,1e-08,25000,KL,0,1,26.0,4.667781591415405,0.17953006120828482,26.0,4.850925445556641
E1_N2_KL_vs_MD_M1,2,9,1,1.0,1e-08,25000,MD,1,1,21.0,3.5196008682250977,0.16760004134405226,21.0,3.739633321762085
E1_N2_KL_vs_MD_M1,2,10,1,1.0,1e-08,25000,KL,0,1,201.0,76.21306824684143,0.37916949376538023,201.0,76.61219954490662
E1_N2_KL_vs_MD_M1,2,10,1,1.0,1e-08,25000,MD,1,1,199.0,74.49273371696472,0.3743353453113805,199.0,74.87904810905457
E1_N2_KL_vs_MD_M1,2,11,1,1.0,1e-08,25000,KL,0,1,24.0,16.364411115646362,0.6818504631519318,24.0,17.0755717754364
E1_N2_KL_vs_MD_M1,2,11,1,1.0,1e-08,25000,MD,1,1,21.0,14.146706104278564,0.6736526716323126,21.0,14.996852159500122
E1_N2_KL_vs_MD_M1,2,12,1,1.0,1e-08,25000,KL,0,1,19.0,18.360105514526367,0.9663213428698088,19.0,19.385693073272705
E1_N2_KL_vs_MD_M1,2,12,1,1.0,1e-08,25000,MD,1,1,15.0,14.066877841949463,0.9377918561299642,15.0,15.183891773223877
E1_N2_KL_vs_MD_M1,2,2,2,1.0,1e-08,25000,KL,0,1,16.0,0.026827573776245117,0.0016767233610153198,16.0,0.029961585998535156
E1_N2_KL_vs_MD_M1,2,2,2,1.0,1e-08,25000,MD,1,1,11.0,0.013622045516967773,0.0012383677742697976,11.0,0.014622211456298828
E1_N2_KL_vs_MD_M1,2,3,2,1.0,1e-08,25000,KL,0,1,17.0,0.03592228889465332,0.0021130758173325483,17.0,0.03994011878967285
E1_N2_KL_vs_MD_M1,2,3,2,1.0,1e-08,25000,MD,1,1,9.0,0.017308473587036133,0.0019231637318929036,9.0,0.017308473587036133
E1_N2_KL_vs_MD_M1,2,4,2,1.0,1e-08,25000,KL,0,1,29.0,0.07422232627868652,0.0025593905613340183,29.0,0.07723307609558105
E1_N2_KL_vs_MD_M1,2,4,2,1.0,1e-08,25000,MD,1,1,25.0,0.04275703430175781,0.0017102813720703124,25.0,0.043755292892456055
E1_N2_KL_vs_MD_M1,2,5,2,1.0,1e-08,25000,KL,0,1,18.0,0.3410782814025879,0.018948793411254883,18.0,0.34977126121520996
E1_N2_KL_vs_MD_M1,2,5,2,1.0,1e-08,25000,MD,1,1,13.0,0.2917759418487549,0.02244430321913499,13.0,0.30321407318115234
E1_N2_KL_vs_MD_M1,2,6,2,1.0,1e-08,25000,KL,0,1,18.0,0.06251978874206543,0.0034733215967814126,18.0,0.06802201271057129
E1_N2_KL_vs_MD_M1,2,6,2,1.0,1e-08,25000,MD,1,1,13.0,0.04026651382446289,0.003097424140343299,13.0,0.0428922176361084
E1_N2_KL_vs_MD_M1,2,7,2,1.0,1e-08,25000,KL,0,1,19.0,0.31106996536254883,0.01637210344013415,19.0,0.3278064727783203
E1_N2_KL_vs_MD_M1,2,7,2,1.0,1e-08,25000,MD,1,1,15.0,0.24910879135131836,0.016607252756754558,15.0,0.26215505599975586
E1_N2_KL_vs_MD_M1,2,8,2,1.0,1e-08,25000,KL,0,1,17.0,0.7886319160461426,0.04639011270859662,17.0,0.8614895343780518
E1_N2_KL_vs_MD_M1,2,8,2,1.0,1e-08,25000,MD,1,1,11.0,0.417097806930542,0.03791798244823109,11.0,0.45331430435180664
E1_N2_KL_vs_MD_M1,2,9,2,1.0,1e-08,25000,KL,0,1,74.0,14.0401029586792,0.18973112106323242,74.0,14.203229665756226
E1_N2_KL_vs_MD_M1,2,9,2,1.0,1e-08,25000,MD,1,1,71.0,12.753916501998901,0.17963262678871691,71.0,12.947819232940674
E1_N2_KL_vs_MD_M1,2,10,2,1.0,1e-08,25000,KL,0,1,17.0,6.183199882507324,0.36371764014748964,17.0,6.548718214035034
E1_N2_KL_vs_MD_M1,2,10,2,1.0,1e-08,25000,MD,1,1,11.0,3.94596004486084,0.35872364044189453,11.0,4.331629276275635
E1_N2_KL_vs_MD_M1,2,11,2,1.0,1e-08,25000,KL,0,1,18.0,12.237982511520386,0.6798879173066881,18.0,12.984454870223999
E1_N2_KL_vs_MD_M1,2,11,2,1.0,1e-08,25000,MD,1,1,13.0,7.733554124832153,0.5948887788332425,13.0,8.497541904449463
E1_N2_KL_vs_MD_M1,2,12,2,1.0,1e-08,25000,KL,0,1,21.0,24.93754768371582,1.1875022706531344,21.0,25.785342693328857
E1_N2_KL_vs_MD_M1,2,12,2,1.0,1e-08,25000,MD,1,1,17.0,16.125113010406494,0.9485360594356761,17.0,17.228522062301636
E1_N2_KL_vs_MD_M1,2,2,3,1.0,1e-08,25000,KL,0,1,17.0,0.023692607879638672,0.0013936828164493337,17.0,0.024682283401489258
E1_N2_KL_vs_MD_M1,2,2,3,1.0,1e-08,25000,MD,1,1,9.0,0.00953364372253418,0.0010592937469482422,9.0,0.010546684265136719
E1_N2_KL_vs_MD_M1,2,3,3,1.0,1e-08,25000,KL,0,1,18.0,0.029673099517822266,0.0016485055287679036,18.0,0.03262615203857422
E1_N2_KL_vs_MD_M1,2,3,3,1.0,1e-08,25000,MD,1,1,11.0,0.017044782638549805,0.0015495256944136186,11.0,0.017044782638549805
E1_N2_KL_vs_MD_M1,2,4,3,1.0,1e-08,25000,KL,0,1,17.0,0.031293630599975586,0.001840801799998564,17.0,0.034294843673706055
E1_N2_KL_vs_MD_M1,2,4,3,1.0,1e-08,25000,MD,1,1,11.0,0.017098665237426758,0.0015544241124933417,11.0,0.017098665237426758
E1_N2_KL_vs_MD_M1,2,5,3,1.0,1e-08,25000,KL,0,1,18.0,0.29251766204833984,0.01625098122490777,18.0,0.31289029121398926
E1_N2_KL_vs_MD_M1,2,5,3,1.0,1e-08,25000,MD,1,1,11.0,0.20927166938781738,0.019024697217074307,11.0,0.22556495666503906
E1_N2_KL_vs_MD_M1,2,6,3,1.0,1e-08,25000,KL,0,1,41.0,0.14053750038146973,0.003427743911743164,41.0,0.1444394588470459
E1_N2_KL_vs_MD_M1,2,6,3,1.0,1e-08,25000,MD,1,1,37.0,0.10643649101257324,0.0028766619192587364,37.0,0.10743403434753418
E1_N2_KL_vs_MD_M1,2,7,3,1.0,1e-08,25000,KL,0,1,21.0,0.31984806060791016,0.015230860028948103,21.0,0.3409430980682373
E1_N2_KL_vs_MD_M1,2,7,3,1.0,1e-08,25000,MD,1,1,17.0,0.24460792541503906,0.014388701495002298,17.0,0.2586829662322998
E1_N2_KL_vs_MD_M1,2,8,3,1.0,1e-08,25000,KL,0,1,16.0,0.670849084854126,0.041928067803382874,16.0,0.7230887413024902
E1_N2_KL_vs_MD_M1,2,8,3,1.0,1e-08,25000,MD,1,1,11.0,0.4164164066314697,0.037856036966497246,11.0,0.45614147186279297
E1_N2_KL_vs_MD_M1,2,9,3,1.0,1e-08,25000,KL,0,1,36.0,6.886342763900757,0.19128729899724325,36.0,7.06891131401062
E1_N2_KL_vs_MD_M1,2,9,3,1.0,1e-08,25000,MD,1,1,31.0,5.327124357223511,0.1718427212007584,31.0,5.531297445297241
E1_N2_KL_vs_MD_M1,2,10,3,1.0,1e-08,25000,KL,0,1,62.0,22.673617839813232,0.3657035135453747,62.0,23.083086252212524
E1_N2_KL_vs_MD_M1,2,10,3,1.0,1e-08,25000,MD,1,1,59.0,22.154945135116577,0.37550754466299285,59.0,22.572211503982544
E1_N2_KL_vs_MD_M1,2,11,3,1.0,1e-08,25000,KL,0,1,62.0,39.621392250061035,0.6390547137106618,62.0,40.44109535217285
E1_N2_KL_vs_MD_M1,2,11,3,1.0,1e-08,25000,MD,1,1,59.0,38.4195020198822,0.6511780003369865,59.0,39.034356117248535
E1_N2_KL_vs_MD_M1,2,12,3,1.0,1e-08,25000,KL,0,1,23.0,21.370047569274902,0.9291325030119523,23.0,22.39442801475525
E1_N2_KL_vs_MD_M1,2,12,3,1.0,1e-08,25000,MD,1,1,19.0,17.156111478805542,0.9029532357266075,19.0,18.02762770652771
