exp,N,d,seed,eps,tol_F,max_iter,algo,M_inner,converged,gibbs_to_tol,time_to_tol,sec_per_gibbs_to_tol,gibbs_total,wall_sec_total
E1_N2_KL_vs_MD_M1,2,2,4,1.0,1e-08,25000,KL,0,1,16.0,0.022589683532714844,0.0014118552207946777,16.0,0.024713993072509766
E1_N2_KL_vs_MD_M1,2,2,4,1.0,1e-08,25000,MD,1,1,9.0,0.011475086212158203,0.0012750095791286891,9.0,0.011475086212158203
E1_N2_KL_vs_MD_M1,2,3,4,1.0,1e-08,25000,KL,0,1,17.0,0.030257463455200195,0.0017798507914823644,17.0,0.03223824501037598
E1_N2_KL_vs_MD_M1,2,3,4,1.0,1e-08,25000,MD,1,1,9.0,0.012724161148071289,0.001413795683119032,9.0,0.012724161148071289
E1_N2_KL_vs_MD_M1,2,4,4,1.0,1e-08,25000,KL,0,1,17.0,0.027521371841430664,0.0016189042259665096,17.0,0.030183792114257812
E1_N2_KL_vs_MD_M1,2,4,4,1.0,1e-08,25000,MD,1,1,11.0,0.016530990600585938,0.0015028173273259943,11.0,0.016530990600585938
E1_N2_KL_vs_MD_M1,2,5,4,1.0,1e-08,25000,KL,0,1,17.0,0.3017287254333496,0.017748748554902917,17.0,0.3231525421142578
E1_N2_KL_vs_MD_M1,2,5,4,1.0,1e-08,25000,MD,1,1,9.0,0.14401555061340332,0.016001727845933702,9.0,0.1634531021118164
E1_N2_KL_vs_MD_M1,2,6,4,1.0,1e-08,25000,KL,0,1,21.0,0.05478644371032715,0.00260887827192034,21.0,0.058727264404296875
E1_N2_KL_vs_MD_M1,2,6,4,1.0,1e-08,25000,MD,1,1,17.0,0.04047131538391113,0.002380665610818302,17.0,0.04247260093688965
E1_N2_KL_vs_MD_M1,2,7,4,1.0,1e-08,25000,KL,0,1,41.0,0.7234487533569336,0.017645091545291064,41.0,0.7422065734863281
E1_N2_KL_vs_MD_M1,2,7,4,1.0,1e-08,25000,MD,1,1,37.0,0.6844584941864014,0.01849887822125409,37.0,0.7059082984924316
E1_N2_KL_vs_MD_M1,2,8,4,1.0,1e-08,25000,KL,0,1,16.0,0.6173248291015625,0.038582801818847656,16.0,0.6443512439727783
E1_N2_KL_vs_MD_M1,2,8,4,1.0,1e-08,25000,MD,1,1,11.0,0.3812546730041504,0.03465951572765003,11.0,0.4084327220916748
E1_N2_KL_vs_MD_M1,2,9,4,1.0,1e-08,25000,KL,0,1,102.0,17.9107506275177,0.17559559438742844,102.0,18.135035514831543
E1_N2_KL_vs_MD_M1,2,9,4,1.0,1e-08,25000,MD,1,1,99.0,18.383533716201782,0.18569225975961395,99.0,18.550817251205444
E1_N2_KL_vs_MD_M1,2,10,4,1.0,1e-08,25000,KL,0,1,34.0,11.708069086074829,0.3443549731198479,34.0,12.07144546508789
E1_N2_KL_vs_MD_M1,2,10,4,1.0,1e-08,25000,MD,1,1,29.0,10.170477151870728,0.3507061086851975,29.0,10.619317770004272
E1_N2_KL_vs_MD_M1,2,11,4,1.0,1e-08,25000,KL,0,1,19.0,12.637463808059692,0.6651296741084048,19.0,13.253238201141357
E1_N2_KL_vs_MD_M1,2,11,4,1.0,1e-08,25000,MD,1,1,15.0,9.220558643341064,0.614703909556071,15.0,9.850631475448608
E1_N2_KL_vs_MD_M1,2,12,4,1.0,1e-08,25000,KL,0,1,61.0,60.197487115859985,0.9868440510796719,61.0,61.35038423538208
E1_N2_KL_vs_MD_M1,2,12,4,1.0,1e-08,25000,MD,1,1,57.0,55.86026740074158,0.9800046912410803,57.0,56.792237997055054
