experiment,paper79_index,paper79_label,eps,dims,method,M_inner,status,converged,iters,time_sec,gibbs_calls,final_cost,final_F_marg,final_e_tr,hit_F_iter,hit_tr_iter,hit_F_gibbs,hit_tr_gibbs,same_limit_to_lbfgs,dist_pi_to_lbfgs,objective_gap_to_lbfgs,hit_F_le_1em03,hit_F_iter_le_1em03,hit_F_gibbs_le_1em03,hit_F_le_1em04,hit_F_iter_le_1em04,hit_F_gibbs_le_1em04,hit_F_le_1em05,hit_F_iter_le_1em05,hit_F_gibbs_le_1em05,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03,hit_tr_le_1em04,hit_tr_iter_le_1em04,hit_tr_gibbs_le_1em04,hit_tr_le_1em05,hit_tr_iter_le_1em05,hit_tr_gibbs_le_1em05,small_kind,small_case,seed
small,-2,small_ising_mixed_N4_seed0,0.001,2x2x2x2,L-BFGS entropy dual,,ok,False,2,1.5539956092834473,2,-0.9642319696776205,0.10063978162218634,0.4067862520470228,-1,-1,-1,-1,True,0.0,0.0,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,ising,mixed,0
small,-2,small_ising_mixed_N4_seed0,0.001,2x2x2x2,KL descent,,ok,False,3000,4.256967067718506,3001,-0.9350184259462724,1.1165163819986178e-06,0.001014973149496723,-1,-1,-1,-1,False,0.49295553654212915,0.0292135437313481,True,865,866,True,1063,1064,True,1294,1295,False,-1,,False,-1,,False,-1,,ising,mixed,0
small,-2,small_ising_mixed_N4_seed0,0.001,2x2x2x2,MD-Sinkhorn (M=1),1,ok,False,1,0.003001689910888672,5,-0.9819797775805217,0.03096366256019296,0.23229895101481363,-1,-1,-1,-1,False,0.39313185097924674,0.017747807902901203,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,ising,mixed,0
small,-2,small_ising_mixed_N4_seed0,0.001,2x2x2x2,MD-Sinkhorn (M=2),2,ok,False,1,0.004353523254394531,9,-0.9819796118608018,0.03085332227903075,0.2315942111565179,-1,-1,-1,-1,False,0.392437851613522,0.017747642183181367,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,ising,mixed,0
small,-2,small_ising_mixed_N4_seed0,0.001,2x2x2x2,MD-Sinkhorn (M=5),5,ok,False,1,0.010697603225708008,21,-0.981978517527123,0.030539708165580406,0.22955629917928838,-1,-1,-1,-1,False,0.39042950066526116,0.01774654784950247,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,ising,mixed,0
small,-2,small_random_mixed_N4_seed0,0.001,2x2x2x2,L-BFGS entropy dual,,ok,False,2,0.0020515918731689453,2,-0.8137123187511023,0.17191547539899416,0.37582912511410255,-1,-1,-1,-1,True,0.0,0.0,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,random,mixed,0
small,-2,small_random_mixed_N4_seed0,0.001,2x2x2x2,KL descent,,ok,False,3000,5.172772645950317,3001,-0.8363808235726387,5.375452728290168e-07,0.0007391220622280162,-1,-1,-1,-1,False,0.9118574785356556,0.022668504821536373,True,577,578,True,1194,1195,True,1912,1913,True,2764,2765,False,-1,,False,-1,,random,mixed,0
small,-2,small_random_mixed_N4_seed0,0.001,2x2x2x2,MD-Sinkhorn (M=1),1,ok,False,1,0.004705905914306641,5,-0.9269628715445992,0.43410542755369097,0.6024617134460489,-1,-1,-1,-1,False,1.3179518407526198,0.11325055279349694,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,random,mixed,0
small,-2,small_random_mixed_N4_seed0,0.001,2x2x2x2,MD-Sinkhorn (M=2),2,ok,False,1,0.005002021789550781,9,-0.9269588772276771,0.43145779834851533,0.6012546499143798,-1,-1,-1,-1,False,1.3165724409483786,0.11324655847657483,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,random,mixed,0
small,-2,small_random_mixed_N4_seed0,0.001,2x2x2x2,MD-Sinkhorn (M=5),5,ok,False,1,0.012796640396118164,21,-0.9269308740251623,0.42355302976556586,0.5976240705599476,-1,-1,-1,-1,False,1.3123253912330701,0.11321855527406,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,False,-1,,random,mixed,0
