experiment,paper79_index,paper79_label,eps,dims,method,M_inner,status,converged,iters,time_sec,gibbs_calls,final_cost,final_dual_value,final_F_marg,final_e_tr,hit_F_iter,hit_tr_iter,hit_F_gibbs,hit_tr_gibbs,same_limit_to_lbfgs,dist_pi_to_lbfgs,objective_gap_to_lbfgs,dual_gap_to_lbfgs,hit_F_le_1em03,hit_F_iter_le_1em03,hit_F_gibbs_le_1em03,hit_tr_le_1ep00,hit_tr_iter_le_1ep00,hit_tr_gibbs_le_1ep00,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03
main,-1,SMOKE,0.001,2x2,L-BFGS entropy dual,,ok,False,30,2.8389697074890137,30,-0.43048344536004013,-0.8810992084166359,1.3309984644741495,0.5476341247558594,-1,-1,-1,-1,True,0.0,0.0,0.0,,,,True,0,1,False,-1,
