experiment,paper79_index,paper79_label,eps,dims,method,M_inner,status,converged,iters,time_sec,gibbs_calls,final_cost,final_F_marg,final_e_tr,hit_F_iter,hit_tr_iter,hit_F_gibbs,hit_tr_gibbs,same_limit_to_lbfgs,dist_pi_to_lbfgs,objective_gap_to_lbfgs,small_kind,small_case,seed
small,-2,small_ising_ground_N7_seed0,0.001,2x2x2x2x2x2x2,L-BFGS entropy dual,,ok,True,4,2.690159797668457,4,-0.9999997551403756,3.028411704288491e-13,4.304645601690727e-07,0,-1,4,-1,True,0.0,0.0,ising,ground,0
small,-2,small_ising_ground_N7_seed0,0.001,2x2x2x2x2x2x2,KL descent,,ok,True,1,1.0191960334777832,2,-0.9999999872000005,2.8621353038046482e-15,1.2424606864180898e-08,0,-1,1,-1,False,1.2662274126512838e-06,2.3205962484951215e-07,ising,ground,0
small,-2,small_ising_ground_N7_seed0,0.001,2x2x2x2x2x2x2,MD-Sinkhorn (M=1),1,ok,True,0,0.0020024776458740234,1,-0.9999999872000005,3.592160340643824e-15,1.244088598806317e-08,0,-1,1,-1,False,1.2662693458097018e-06,2.3205962484951215e-07,ising,ground,0
small,-2,small_ising_ground_N7_seed0,0.001,2x2x2x2x2x2x2,MD-Sinkhorn (M=2),2,ok,True,0,0.0030105113983154297,1,-0.9999999872000005,3.592160340643824e-15,1.244088598806317e-08,0,-1,1,-1,False,1.2662693458097018e-06,2.3205962484951215e-07,ising,ground,0
small,-2,small_ising_ground_N7_seed0,0.001,2x2x2x2x2x2x2,MD-Sinkhorn (M=5),5,ok,True,0,0.002009153366088867,1,-0.9999999872000005,3.592160340643824e-15,1.244088598806317e-08,0,-1,1,-1,False,1.2662693458097018e-06,2.3205962484951215e-07,ising,ground,0
