experiment,paper79_index,paper79_label,eps,dims,method,M_inner,status,converged,iters,time_sec,gibbs_calls,final_cost,final_F_marg,final_e_tr,hit_F_iter,hit_tr_iter,hit_F_gibbs,hit_tr_gibbs,same_limit_to_lbfgs,dist_pi_to_lbfgs,objective_gap_to_lbfgs,small_kind,small_case,seed
small,-2,small_random_ground_N7_seed0,0.001,2x2x2x2x2x2x2,L-BFGS entropy dual,,ok,True,2,1.9534168243408203,2,-1.0000000127603659,2.381062182787685e-13,4.246334900139474e-07,0,-1,2,-1,True,0.0,0.0,random,ground,0
small,-2,small_random_ground_N7_seed0,0.001,2x2x2x2x2x2x2,KL descent,,ok,True,1,0.3994603157043457,2,-0.9999999871848583,-2.859321541908708e-16,2.8019716199252305e-09,0,0,1,1,False,1.6064434205918727e-06,2.55755076006281e-08,random,ground,0
small,-2,small_random_ground_N7_seed0,0.001,2x2x2x2x2x2x2,MD-Sinkhorn (M=1),1,ok,True,0,0.0020062923431396484,1,-0.999999987184858,2.9269422262581075e-16,2.8026060552802227e-09,0,0,1,1,False,1.606443462417491e-06,2.5575507822672705e-08,random,ground,0
small,-2,small_random_ground_N7_seed0,0.001,2x2x2x2x2x2x2,MD-Sinkhorn (M=2),2,ok,True,0,0.002006053924560547,1,-0.999999987184858,2.9269422262581075e-16,2.8026060552802227e-09,0,0,1,1,False,1.606443462417491e-06,2.5575507822672705e-08,random,ground,0
small,-2,small_random_ground_N7_seed0,0.001,2x2x2x2x2x2x2,MD-Sinkhorn (M=5),5,ok,True,0,0.0020067691802978516,1,-0.999999987184858,2.9269422262581075e-16,2.8026060552802227e-09,0,0,1,1,False,1.606443462417491e-06,2.5575507822672705e-08,random,ground,0
