experiment,paper79_index,paper79_label,eps,dims,method,M_inner,status,converged,iters,time_sec,gibbs_calls,final_cost,final_entropic_primal,final_linear_cost,final_entropy,final_dual_value,final_primal_dual_gap,final_state_path,final_F_marg,final_e_tr,hit_F_iter,hit_tr_iter,hit_F_gibbs,hit_tr_gibbs,same_limit_to_lbfgs,dist_pi_to_lbfgs,objective_gap_to_lbfgs,dual_gap_to_lbfgs,lbfgs_run_mode,hit_F_le_1em03,hit_F_iter_le_1em03,hit_F_gibbs_le_1em03,hit_F_le_1em04,hit_F_iter_le_1em04,hit_F_gibbs_le_1em04,hit_F_le_1em05,hit_F_iter_le_1em05,hit_F_gibbs_le_1em05,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03,hit_tr_le_1em04,hit_tr_iter_le_1em04,hit_tr_gibbs_le_1em04,hit_tr_le_1em05,hit_tr_iter_le_1em05,hit_tr_gibbs_le_1em05,small_kind,small_case,seed
small,-2,small_ising_mixed_N4_seed0,1e-05,2x2x2x2,L-BFGS entropy dual (fixed budget),,ok,False,150000,42.213223457336426,954040,-0.9397426378486857,-0.9397426378486857,-0.9397384447841629,-0.4193064522836333,-0.9349976962049601,-0.004744941643725631,results/hpc_standard_qubit_eps_N4_lbfgs150k_rerun/final_states/lbfgs/N4/small__small_ising_mixed_N4_seed0__eps1e-05__L-BFGS_entropy_dual_fixed_budget.npz,0.00030584982511922204,0.004223426803946495,-1,196,-1,729,True,0.0,0.0,0.0,fixed_budget,,,,,,,,,,True,113,295,True,196,729,True,15488,94388,ising,mixed,0
small,-2,small_ising_mixed_N4_seed0,1e-05,2x2x2x2,L-BFGS entropy dual (first hit),,ok,True,729,,729,,,,,,,,,3.9751983422320336e-05,,196,,729,,,,,,,,,,,,,,,True,113,295,True,196,729,True,15488,94388,ising,mixed,0
