experiment,paper79_index,paper79_label,eps,dims,method,M_inner,status,converged,iters,time_sec,gibbs_calls,final_cost,final_entropic_primal,final_linear_cost,final_entropy,final_dual_value,final_primal_dual_gap,final_state_path,final_F_marg,final_e_tr,hit_F_iter,hit_tr_iter,hit_F_gibbs,hit_tr_gibbs,same_limit_to_lbfgs,dist_pi_to_lbfgs,objective_gap_to_lbfgs,dual_gap_to_lbfgs,lbfgs_run_mode,hit_F_le_1em03,hit_F_iter_le_1em03,hit_F_gibbs_le_1em03,hit_F_le_1em04,hit_F_iter_le_1em04,hit_F_gibbs_le_1em04,hit_F_le_1em05,hit_F_iter_le_1em05,hit_F_gibbs_le_1em05,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03,hit_tr_le_1em04,hit_tr_iter_le_1em04,hit_tr_gibbs_le_1em04,hit_tr_le_1em05,hit_tr_iter_le_1em05,hit_tr_gibbs_le_1em05,small_kind,small_case,seed
small,-2,small_ising_mixed_N4_seed0,1e-05,2x2x2x2,L-BFGS entropy dual (fixed budget),,ok,False,10000,3.399963140487671,59546,-0.9371620596919654,-0.9371620596919654,-0.9371576933838124,-0.4366308152997598,-0.9349976926798276,-0.0021643670121378467,results/hpc_standard_qubit_eps_N4/final_states/lbfgs/N4/small__small_ising_mixed_N4_seed0__eps1e-05__L-BFGS_entropy_dual_fixed_budget.npz,6.713246041728418e-05,0.03932560980319977,-1,154,-1,821,True,0.0,0.0,0.0,fixed_budget,,,,,,,,,,True,76,231,True,154,821,False,-1,,ising,mixed,0
small,-2,small_ising_mixed_N4_seed0,1e-05,2x2x2x2,L-BFGS entropy dual (first hit),,ok,True,821,,821,,,,,,,,,6.30482318229042e-05,,154,,821,,,,,,,,,,,,,,,True,76,231,True,154,821,False,-1,,ising,mixed,0
