experiment,paper79_index,paper79_label,eps,dims,method,M_inner,status,converged,iters,time_sec,gibbs_calls,final_cost,final_entropic_primal,final_linear_cost,final_entropy,final_dual_value,final_primal_dual_gap,final_state_path,final_F_marg,final_e_tr,hit_F_iter,hit_tr_iter,hit_F_gibbs,hit_tr_gibbs,same_limit_to_lbfgs,dist_pi_to_lbfgs,objective_gap_to_lbfgs,dual_gap_to_lbfgs,lbfgs_run_mode,hit_F_le_1em03,hit_F_iter_le_1em03,hit_F_gibbs_le_1em03,hit_F_le_1em04,hit_F_iter_le_1em04,hit_F_gibbs_le_1em04,hit_F_le_1em05,hit_F_iter_le_1em05,hit_F_gibbs_le_1em05,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03,hit_tr_le_1em04,hit_tr_iter_le_1em04,hit_tr_gibbs_le_1em04,hit_tr_le_1em05,hit_tr_iter_le_1em05,hit_tr_gibbs_le_1em05,small_kind,small_case,seed
small,-2,small_random_mixed_N4_seed0,1e-07,2x2x2x2,L-BFGS entropy dual (fixed budget),,ok,False,10000,5.757249593734741,51529,-0.8323352754017355,-0.8323352754017355,-0.8323352171813528,-0.5822038266968357,-0.8363271906835696,0.00399191528183418,results/hpc_standard_qubit_eps_N4/final_states/lbfgs/N4/small__small_random_mixed_N4_seed0__eps1e-07__L-BFGS_entropy_dual_fixed_budget.npz,0.0303104972202227,0.162441223859787,-1,-1,-1,-1,True,0.0,0.0,0.0,fixed_budget,,,,,,,,,,False,-1,,False,-1,,False,-1,,random,mixed,0
small,-2,small_random_mixed_N4_seed0,1e-07,2x2x2x2,L-BFGS entropy dual (first hit),,ok,False,10000,,51529,,,,,,,,,0.162441223859787,,-1,,-1,,,,,,,,,,,,,,,False,-1,,False,-1,,False,-1,,random,mixed,0
