small_kind,small_case,N,seed,eps,method,mode,phase,iter,local_gibbs_calls,warmup_gibbs_calls,total_gibbs_calls,time_sec,F_marg,e_tr,dual_value,converged_final
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,399,400,0,400,43.672473192214966,0.004023938849436987,0.06405084857805365,-0.9567455356967632,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,409,410,0,410,44.71251177787781,0.003954373904608239,0.0636392634937416,-0.956732231781963,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,419,420,0,420,45.752437353134155,0.003886162129961997,0.06323153601808057,-0.9567191576271435,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,429,430,0,430,46.801448583602905,0.0038192755596252,0.06282762125460756,-0.9567063087657609,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,439,440,0,440,47.84146237373352,0.0037536868471288783,0.06242747499327167,-0.9566936808235244,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,449,450,0,450,48.88149952888489,0.0036893692503879886,0.06203105369306905,-0.9566812695163383,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,459,460,0,460,49.921430826187134,0.0036262966170914584,0.061638314473384526,-0.9566690706483246,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,469,470,0,470,50.97064161300659,0.0035644433704864788,0.06124921509764536,-0.9566570801098598,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,479,480,0,480,52.01045870780945,0.003503784495541197,0.0608637139605232,-0.9566452938757001,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,489,490,0,490,53.05055212974548,0.0034442955254803736,0.06048177007909783,-0.956633708003115,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,499,500,0,500,54.09045743942261,0.0033859525286875063,0.06010334307242993,-0.9566223186300832,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,509,510,0,510,55.13957381248474,0.003328732095940783,0.05972839315908257,-0.9566111219735379,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,519,520,0,520,56.17953300476074,0.0032726113280044542,0.0593568811382727,-0.956600114327629,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,529,530,0,530,57.21942400932312,0.003217567823533314,0.05898876838254613,-0.9565892920620549,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,539,540,0,540,58.25963878631592,0.0031635796673053066,0.058624016826409386,-0.956578651620418,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,549,550,0,550,59.30846166610718,0.003110625418763025,0.05826258894840808,-0.9565681895186192,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,559,560,0,560,60.34866666793823,0.003058684100843013,0.057904447776260415,-0.9565579023432965,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,569,570,0,570,61.38847732543945,0.003007735189117538,0.05754955685696472,-0.9565477867502974,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,579,580,0,580,62.42848753929138,0.002957758601193649,0.0571978802618775,-0.9565378394631819,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,589,590,0,590,63.4775333404541,0.0029087346864104012,0.05684938256948807,-0.9565280572717741,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,599,600,0,600,64.5175130367279,0.0028606442157823905,0.0565040288587047,-0.9565184370307329,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,609,610,0,610,65.55751848220825,0.0028134683722156996,0.05616178469763827,-0.9565089756581575,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,619,620,0,620,66.60651397705078,0.0027671887409674604,0.055822616135358494,-0.9564996701342402,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,629,630,0,630,67.64647936820984,0.00272178730035347,0.05548648969298908,-0.9564905174999341,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,639,640,0,640,68.68650412559509,0.0026772464126879076,0.05515337235422718,-0.9564815148556544,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,649,650,0,650,69.72649836540222,0.0026335488154582086,0.05482323155896862,-0.95647265936002,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,659,660,0,660,70.77546787261963,0.0025906776127219444,0.05449603519060525,-0.9564639482286085,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,669,670,0,670,71.81563115119934,0.002548616266716568,0.05417175157464382,-0.956455378732752,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,679,680,0,680,72.85547709465027,0.0025073485896873896,0.0538503494630192,-0.9564469481983595,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,689,690,0,690,73.89547967910767,0.002466858735918288,0.053531798029279154,-0.9564386540047519,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,699,700,0,700,74.94443440437317,0.0024271311939548707,0.05321606686817626,-0.9564304935835458,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,709,710,0,710,75.98456406593323,0.0023881507790332736,0.052903125974040066,-0.9564224644175424,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,719,720,0,720,77.02450513839722,0.0023499026256901807,0.052592945745799424,-0.9564145640396595,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,729,730,0,730,78.06461262702942,0.0023123721805543788,0.05228549697464213,-0.95640679003187,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,739,740,0,740,79.11344599723816,0.0022755451953238126,0.05198075083583337,-0.9563991400241735,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,749,750,0,750,80.15353226661682,0.0022394077199052397,0.051678678890546115,-0.9563916116935992,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,759,760,0,760,81.19341158866882,0.002203946095739944,0.05137925306233526,-0.9563842027632122,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,769,770,0,770,82.23361802101135,0.0021691469492672462,0.05108244564949538,-0.9563769110011592,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,779,780,0,780,83.28257918357849,0.0021349971855758546,0.05078822930649313,-0.9563697342197193,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,789,790,0,790,84.32245445251465,0.0021014839821870083,0.050496577041448276,-0.9563626702743935,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,799,800,0,800,85.3624894618988,0.002068594783002249,0.05020746221237249,-0.9563557170630124,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,809,810,0,810,86.40262579917908,0.002036317292394241,0.04992085851715339,-0.956348872524834,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,819,820,0,820,87.45156192779541,0.0020046394694395596,0.04963673999022589,-0.9563421346397106,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,829,830,0,830,88.49151492118835,0.0019735495222894164,0.04935508099558439,-0.9563355014272371,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,839,840,0,840,89.53160738945007,0.0019430359026803665,0.04907585622227034,-0.9563289709459241,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,849,850,0,850,90.58052253723145,0.0019130873005698424,0.04879904068143254,-0.9563225412924076,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,859,860,0,860,91.62043023109436,0.0018836926389078125,0.048524609694224397,-0.9563162106006498,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,869,870,0,870,92.66046071052551,0.0018548410685273388,0.04825253889277453,-0.9563099770411836,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,879,880,0,880,93.7004804611206,0.0018265219631566592,0.04798280421177742,-0.9563038388203483,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,889,890,0,890,94.74951243400574,0.001798724914555495,0.04771538188645197,-0.956297794179564,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,899,900,0,900,95.78960180282593,0.0017714397277585941,0.04745024844583767,-0.9562918413946053,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,909,910,0,910,96.82950735092163,0.0017446564164389374,0.047187380706210647,-0.9562859787749076,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,919,920,0,920,97.86952114105225,0.0017183651983726797,0.04692675577059002,-0.9562802046628658,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,929,930,0,930,98.91855359077454,0.0016925564910189807,0.046668351020808685,-0.9562745174331709,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,939,940,0,940,99.95848870277405,0.001667220907196602,0.046412144114048426,-0.9562689154921451,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,949,950,0,950,100.99851584434509,0.001642349250863776,0.0461581129803294,-0.9562633972771045,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,959,960,0,960,102.0387191772461,0.0016179325129986233,0.04590623581452974,-0.9562579612557214,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,969,970,0,970,103.08741760253906,0.0015939618675720642,0.04565649107480929,-0.9562526059254081,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,979,980,0,980,104.12759375572205,0.0015704286676157487,0.04540885747886325,-0.9562473298127224,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,989,990,0,990,105.1675853729248,0.0015473244413830235,0.04516331399704171,-0.9562421314727589,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,999,1000,0,1000,106.20748090744019,0.0015246408885943828,0.04491983985272496,-0.9562370094885903,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1009,1010,0,1010,107.25651049613953,0.0015023698767721349,0.044678414514133125,-0.9562319624706915,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1019,1020,0,1020,108.29652333259583,0.0014805034376591578,0.044439017693142346,-0.9562269890563835,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1029,1030,0,1030,109.33657193183899,0.0014590337637211334,0.04420162934039035,-0.9562220879092945,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1039,1040,0,1040,110.37662172317505,0.0014379532047240936,0.04396622964323682,-0.956217257718842,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1049,1050,0,1050,111.42564463615417,0.00141725426439663,0.04373279902004579,-0.9562124971996869,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1059,1060,0,1060,112.46546053886414,0.0013969295971627655,0.04350131811772362,-0.9562078050912486,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1069,1070,0,1070,113.50550317764282,0.0013769720049519952,0.04327176780856756,-0.9562031801572005,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1079,1080,0,1080,114.55461835861206,0.0013573744340797374,0.04304412918790085,-0.9561986211849801,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1089,1090,0,1090,115.59460139274597,0.0013381299722036953,0.04281838356657708,-0.9561941269853206,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1099,1100,0,1100,116.63463234901428,0.0013192318453390912,0.04259451247423801,-0.9561896963917704,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1109,1110,0,1110,117.67445015907288,0.0013006734149515317,0.042372497650066565,-0.9561853282602503,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1119,1120,0,1120,118.72343683242798,0.001282448175110452,0.04215232104225186,-0.9561810214686015,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1129,1130,0,1130,119.76350021362305,0.0012645497497045018,0.04193396480678374,-0.9561767749161457,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1139,1140,0,1140,120.80347847938538,0.001246971889722459,0.041717411301075535,-0.9561725875232637,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1149,1150,0,1150,121.84357333183289,0.0012297084705963678,0.0415026430834019,-0.9561684582309652,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1159,1160,0,1160,122.89249324798584,0.0012127534895985284,0.041289642908374724,-0.9561643860004853,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1169,1170,0,1170,123.93260097503662,0.0011961010633029933,0.041078393725504425,-0.9561603698128832,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1179,1180,0,1180,124.9725284576416,0.0011797454250980187,0.04086887867577843,-0.9561564086686462,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1189,1190,0,1190,126.01255345344543,0.0011636809227549617,0.04066108108933997,-0.9561525015873054,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1199,1200,0,1200,127.06149387359619,0.0011479020160555763,0.040454984481919476,-0.9561486476070514,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1209,1210,0,1210,128.10144186019897,0.0011324032744645701,0.04025057255323944,-0.9561448457843768,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1219,1220,0,1220,129.14146828651428,0.0011171793748600582,0.04004782918329064,-0.9561410951937036,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1229,1230,0,1230,130.18155598640442,0.0011022250993069972,0.03984673843184766,-0.9561373949270354,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1239,1240,0,1240,131.23063802719116,0.0010875353328873546,0.03964728453360872,-0.9561337440936051,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1249,1250,0,1250,132.27048897743225,0.001073105061572933,0.03944945189813881,-0.9561301418195384,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1259,1260,0,1260,133.31049394607544,0.0010589293701449287,0.039253225104206646,-0.956126587247523,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1269,1270,0,1270,134.35070085525513,0.0010450034401602352,0.039058588901630165,-0.9561230795364744,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1279,1280,0,1280,135.39942526817322,0.0010313225479627926,0.0388655282050121,-0.9561196178612228,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1289,1290,0,1290,136.43949484825134,0.0010178820627368078,0.038674028094703994,-0.9561162014121989,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1299,1300,0,1300,137.4796233177185,0.0010046774446007027,0.03848407381196722,-0.956112829395129,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1309,1310,0,1310,138.51950073242188,0.000991704242748561,0.03829565075821961,-0.9561095010307276,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1319,1320,0,1320,139.56853580474854,0.0009789580936239955,0.03810874449335233,-0.9561062155544156,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1329,1330,0,1330,140.60849738121033,0.0009664347191386124,0.037923340732477884,-0.9561029722160219,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1339,1340,0,1340,141.64861273765564,0.000954129924927829,0.03773942534380875,-0.9560997702795062,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1349,1350,0,1350,142.6975588798523,0.0009420395986444119,0.03755698434832888,-0.9560966090226775,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1359,1360,0,1360,143.73759698867798,0.0009301597082868842,0.037376003915400524,-0.9560934877369323,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1369,1370,0,1370,144.77743673324585,0.0009184863005671394,0.037196470362517386,-0.9560904057269816,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1379,1380,0,1380,145.81762409210205,0.0009070154993091337,0.037018370152497204,-0.9560873623105903,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1389,1390,0,1390,146.86655569076538,0.0008957435038860772,0.03684168989295522,-0.9560843568183356,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1399,1400,0,1400,147.9066457748413,0.0008846665876872092,0.03666641633168949,-0.9560813885933354,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1409,1410,0,1410,148.94664216041565,0.0008737810966215103,0.036492536358698924,-0.9560784569910267,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1419,1420,0,1420,149.98643827438354,0.0008630834476459863,0.036320037000866945,-0.9560755613789088,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1429,1430,0,1430,151.0355236530304,0.000852570127337564,0.036148905421136746,-0.9560727011363209,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1439,1440,0,1440,152.07554483413696,0.0008422376904785766,0.035979128919770675,-0.9560698756542052,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1449,1450,0,1450,153.11560320854187,0.0008320827586919518,0.035810694926636355,-0.9560670843348825,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1459,1460,0,1460,154.15558409690857,0.0008221020190854927,0.03564359100481823,-0.9560643265918328,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1469,1470,0,1470,155.2046353816986,0.0008122922229396499,0.03547780484818097,-0.9560616018494826,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1479,1480,0,1480,156.2444989681244,0.0008026501844165727,0.035313324276630975,-0.9560589095429853,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1489,1490,0,1490,157.28443574905396,0.000793172779295912,0.035150137237504764,-0.9560562491180202,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1499,1500,0,1500,158.32455945014954,0.0007838569437424492,0.034988231803117664,-0.9560536200305824,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1509,1510,0,1510,159.3735213279724,0.0007746996730911897,0.03482759616902803,-0.9560510217467959,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1519,1520,0,1520,160.41348576545715,0.0007656980206662005,0.0346682186526302,-0.9560484537426988,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1529,1530,0,1530,161.45361948013306,0.0007568490966190433,0.03451008769127928,-0.9560459155040731,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1539,1540,0,1540,162.4934573173523,0.0007481500667944134,0.034353191841867026,-0.9560434065262389,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1549,1550,0,1550,163.54258823394775,0.000739598151617325,0.03419751977859181,-0.9560409263138845,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1559,1560,0,1560,164.58266687393188,0.0007311906250047185,0.034043060291516714,-0.9560384743808789,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1569,1570,0,1570,165.62252235412598,0.0007229248133016784,0.03388980228430838,-0.9560360502500906,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1579,1580,0,1580,166.67150020599365,0.000714798094233182,0.03373773477530434,-0.9560336534532287,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1589,1590,0,1590,167.71145677566528,0.0007068078958873845,0.03358684689375402,-0.95603128353066,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1599,1600,0,1600,168.75156950950623,0.0006989516957110316,0.03343712787964381,-0.9560289400312476,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1609,1610,0,1610,169.79163193702698,0.000691227019531084,0.033288567082076725,-0.9560266225121886,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1619,1620,0,1620,170.84047174453735,0.0006836314405954074,0.03314115395817596,-0.956024330538852,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1629,1630,0,1630,171.88060069084167,0.0006761625786332531,0.0329948780711547,-0.9560220636846296,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1639,1640,0,1640,172.92152094841003,0.0006688180989319551,0.03284972908974604,-0.9560198215307689,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1649,1650,0,1650,173.96155858039856,0.0006615957114393673,0.032705696786558824,-0.9560176036662322,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1659,1660,0,1660,175.00949263572693,0.0006544931698786046,0.032562771037517035,-0.9560154096875517,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1669,1670,0,1670,176.04957222938538,0.0006475082708858996,0.032420941819915394,-0.9560132391986755,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1679,1680,0,1680,177.08965277671814,0.000640638853160596,0.032280199210761695,-0.9560110918108308,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1689,1690,0,1690,178.12956714630127,0.0006338827966378244,0.032140533386801395,-0.95600896714239,True
ising,mixed,6,0,0.001,KL eta=eps/N,cold,target_eps,1699,1700,0,1700,179.17854166030884,0.0006272380216755262,0.03200193462454359,-0.9560068648187251,True
