method,mode,converged,iters,gibbs_calls,warmup_gibbs_calls,total_with_warm_gibbs,time_sec,warmup_time_sec,total_with_warm_time_sec,final_F_marg,final_e_tr,final_trace_sum,final_cost,stage_gibbs_calls,stage_iters,eps_schedule,small_kind,small_case,N,seed,paper79_label,eps_final,eps0,q,max_inner,warm_method,warm_variant,source_file,source_root
MD-Sinkhorn (M=2),warm_matched,False,100000,800001,809980,1609981,378.7360827922821,383.8771574497223,762.6132402420044,9.2764683586019e-07,0.0010316896314603,0.0023793268148185,-0.8364606873794547,22;167;1089;2297;5873;177;177;177;800001,3;21;136;287;734;22;22;22;100000,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08,random,mixed,4,0,small_random_mixed_N4_seed0,1e-08,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em08.csv,warm
MD-Sinkhorn (M=5),cold,False,100000,2000001,0,2000001,876.4889807701111,0.0,876.4889807701111,0.4235895915211591,0.5976315921995751,1.6532490723626108,-0.926931061343488,,,,random,mixed,4,0,small_random_mixed_N4_seed0,1e-08,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em08.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,2000001,2008609,4008610,874.4101893901825,875.338942527771,1749.7491319179535,1.0668844345058328e-06,0.0010148637069397,0.0026121138562536,-0.8364857415928029,26;236;1214;1795;4801;180;179;179;1999999,3;12;61;91;240;9;9;9;100000,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08,random,mixed,4,0,small_random_mixed_N4_seed0,1e-08,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em08.csv,warm
KL descent (eta=eps/N),cold,False,100000,100001,0,100001,119.74384760856628,0.0,119.74384760856628,0.4367594751035624,0.6036672626583242,1.677745975192212,-0.9269642022465576,,,,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
KL descent (eta=eps/N),warm_matched,False,100000,100001,112102,212103,102.76912665367126,104.83027148246764,207.5993981361389,9.051809162966868e-07,0.0010362046158817,0.0023603515679821,-0.836427429716528,23;166;1127;2801;6767;173;174;174;174;174;174;174;100001,22;165;1126;2800;6766;172;173;173;173;173;173;173;100000,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11;1e-12,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
KL descent (eta=eps),cold,False,100000,100001,0,100001,103.11527013778688,0.0,103.11527013778688,0.4367592760236564,0.6036671723838515,1.6777456081662665,-0.926964202246545,,,,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
KL descent (eta=eps),warm_matched,False,100000,100001,103016,203017,102.75696682929993,105.72954201698305,208.48650884628296,9.03759688252266e-07,0.0010571595608069,0.0023239440429149,-0.836420916046323,5;41;282;700;1692;42;42;42;42;42;42;43;100001,4;40;281;699;1691;41;41;41;41;41;41;42;100000,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11;1e-12,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
MD-Sinkhorn (M=1),cold,False,100000,400001,0,400001,236.928231716156,0.0,236.928231716156,0.4367592760236564,0.6036671723838515,1.6777456081662665,-0.926964202246545,,,,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
MD-Sinkhorn (M=1),warm_matched,False,100000,400001,411177,811178,234.69876194000244,241.2933967113495,475.99215865135193,8.784672171574195e-07,0.0010509027494104,0.002285332502925,-0.8364368666433168,13;149;1065;2513;6225;173;173;173;173;173;173;173;400001,3;37;266;628;1556;43;43;43;43;43;43;43;100000,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11;1e-12,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
MD-Sinkhorn (M=2),cold,False,100000,800001,0,800001,415.0530185699463,0.0,415.0530185699463,0.4367590105838531,0.6036670520178764,1.677745118798319,-0.9269642022465054,,,,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
MD-Sinkhorn (M=2),warm_matched,False,100000,799998,810683,1610681,410.7854845523834,416.6350114345551,827.4204959869385,9.921754679832694e-07,0.000988017212296,0.0025389033539885,-0.8364634424483689,22;167;1089;2297;5873;177;177;177;177;177;177;177;799996,3;21;136;287;734;22;22;22;22;22;22;22;100000,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11;1e-12,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
MD-Sinkhorn (M=5),cold,False,100000,2000001,0,2000001,910.666214466095,0.0,910.666214466095,0.4367582142649463,0.6036666909198735,1.6777436506943542,-0.9269642022462266,,,,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,1983911,1993064,3976975,850.8510050773621,891.3228938579559,1742.173898935318,1.1689667474039175e-06,0.0010002953058992,0.0027828055570332,-0.8364965848258402,26;236;1214;1795;4801;180;179;179;179;179;179;179;1983738,3;12;61;91;240;9;9;9;9;9;9;9;100000,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11;1e-12,random,mixed,4,0,small_random_mixed_N4_seed0,1e-12,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_eps/N4/random_mixed_seed0_warm_eps1em12.csv,warm
KL descent (eta=eps/N),cold,True,65441,65442,0,65442,180.4023561477661,0.0,180.4023561477661,9.999901603659016e-09,9.615781511557175e-05,0.0001869737065693,-0.9349957771394072,,,,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),warm_matched,True,1,2,5275,5277,0.0014345645904541,14.510703325271606,14.51213788986206,9.973900480195354e-09,0.0001001983631035,0.0002418082226605,-0.9350008745945544,22;547;551;4155,21;546;550;4154,1.0;0.1;0.01;0.001,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),cold,True,16358,16359,0,16359,45.11537027359009,0.0,45.11537027359009,9.998850869290931e-09,9.615276378610592e-05,0.0001869638807774,-0.9349957769881724,,,,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),warm_matched,True,1,2,1313,1315,0.0014951229095458,3.6344847679138175,3.635979890823364,9.84159219008816e-09,9.220323811209852e-05,0.0002484509775027,-0.9350007260920472,6;138;137;1032,5;137;136;1031,1.0;0.1;0.01;0.001,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),cold,False,100000,37116,0,37116,217.55959343910217,0.0,217.55959343910217,2.106170551051861e-08,9.995284328429e-05,0.0003917603319976,-0.9350259040382431,,,,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),warm_matched,False,100000,1,4766,4767,176.4080011844635,182.5058434009552,358.9138445854187,1.5380291273083918e-08,9.943501145370792e-05,0.0002956175958097,-0.9349919523164152,13;389;505;3859,3;135;128;100000,1.0;0.1;0.01;0.001,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),cold,False,100000,37132,0,37132,216.37164497375488,0.0,216.37164497375488,2.1252583052596254e-08,9.991333742848107e-05,0.0003937182596512,-0.9350262260016702,,,,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),warm_matched,False,100000,1,5512,5513,176.44860100746155,182.93661260604856,359.38521361351013,2.134115738372733e-08,9.99797127148594e-05,0.0003945008260216,-0.9349898379973218,23;452;497;4540,3;78;62;100000,1.0;0.1;0.01;0.001,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),cold,False,100000,37190,0,37190,218.7068645954132,0.0,218.7068645954132,2.0905522900196552e-08,9.992326291397012e-05,0.0003902205254515,-0.9350256920251212,,,,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,1,11962,11963,176.6512701511383,190.4463596343994,367.0976297855377,1.846892282677577e-08,9.990935912451704e-05,0.0003608406961342,-0.9349843560261586,26;645;481;10810,3;46;24;100000,1.0;0.1;0.01;0.001,ising,mixed,4,0,small_ising_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed/N4/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),cold,True,23481,23482,0,23482,42.52547931671143,0.0,42.52547931671143,9.999025361213038e-09,8.729287847775951e-05,0.0002496605038343,-0.836330686495111,,,,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),warm_matched,True,1,2,11654,11656,0.0009601116180419,20.696581840515137,20.69754195213318,9.993361082683824e-09,7.983413708523831e-05,0.0002686296891064,-0.8363298733332678,23;166;1127;10338,22;165;1126;10337,1.0;0.1;0.01;0.001,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),cold,True,5870,5871,0,5871,10.444868803024292,0.0,10.444868803024292,9.983612911140809e-09,8.720480070126114e-05,0.0002495074190815,-0.8363306788810889,,,,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),warm_matched,True,1,2,2903,2905,0.0009748935699462,5.1555726528167725,5.156547546386719,9.970080591913191e-09,8.031695524732798e-05,0.0002682104404958,-0.83632995026101,5;41;282;2575,4;40;281;2574,1.0;0.1;0.01;0.001,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),cold,False,100000,18528,0,18528,127.45729756355286,0.0,127.45729756355286,1.8954973230870038e-08,9.963384327813368e-05,0.0003671011496596,-0.8363278414206716,,,,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),warm_matched,False,100000,1,9346,9347,115.09682941436768,121.39460253715517,236.49143195152283,2.1334576315446266e-08,9.94838039238666e-05,0.0003948802455941,-0.8363332932689729,13;149;1065;8119,3;37;266;100000,1.0;0.1;0.01;0.001,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),cold,False,100000,18699,0,18699,128.26059794425964,0.0,128.26059794425964,1.9149760703737458e-08,9.905658625692458e-05,0.0003723360752908,-0.8363313592960558,,,,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),warm_matched,False,100000,1,8775,8776,115.02765893936156,121.32141351699828,236.34907245635983,2.1064907339362444e-08,9.986059178343116e-05,0.000393352920309,-0.8363334999312304,22;167;1089;7497,3;21;136;100000,1.0;0.1;0.01;0.001,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),cold,False,100000,18732,0,18732,128.89892888069153,0.0,128.89892888069153,1.9914420690220696e-08,9.961971958623308e-05,0.0003783610697419,-0.8363351363218984,,,,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,1,7071,7072,115.07231020927428,120.31121706962584,235.38352727890012,1.8250720192298782e-08,9.939639388874948e-05,0.0003697407364048,-0.836342688187864,26;236;1214;5595,3;12;61;100000,1.0;0.1;0.01;0.001,random,mixed,4,0,small_random_mixed_N4_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed/N4/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),cold,True,15385,15386,0,15386,2755.21510386467,0.0,2755.21510386467,9.998021430387636e-09,7.270798982165252e-05,0.0003662576888432,-0.9904807224357898,,,,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),warm_matched,True,1,2,15035,15037,0.1665055751800537,2748.389107942581,2748.555613517761,9.99201481373391e-09,7.667561116662263e-05,0.0003831939001203,-0.9904800461009748,40;133;1329;13533,39;132;1328;13532,1.0;0.1;0.01;0.001,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),cold,True,1922,1923,0,1923,380.097297668457,0.0,380.097297668457,9.968408857459577e-09,7.251587422456486e-05,0.0003657754303608,-0.9904807194355724,,,,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),warm_matched,True,1,2,1875,1877,0.1089887619018554,273.6033070087433,273.71229577064514,9.955337331493534e-09,7.656206216624518e-05,0.0003823716920335,-0.9904800451102712,3;15;166;1691,2;14;165;1690,1.0;0.1;0.01;0.001,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),cold,False,100000,12733,0,12733,2573.474691390991,0.0,2573.474691390991,3.7228633272555344e-08,9.98914276467912e-05,0.0007646359875309,-0.9904857102539129,,,,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),warm_matched,False,100000,1,12218,12219,124.75032997131348,1419.6699624061584,1544.420292377472,3.9923045063425705e-08,9.987461070345074e-05,0.0007968411547929,-0.990480102390107,17;121;1313;10767,2;15;164;100000,1.0;0.1;0.01;0.001,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),cold,False,100000,12751,0,12751,1471.7056729793549,0.0,1471.7056729793549,3.7099414554214326e-08,9.993084759007767e-05,0.0007629675156822,-0.9904856615187424,,,,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),warm_matched,False,100000,1,12180,12181,121.8743679523468,1458.5862002372742,1580.460568189621,3.9812377976931733e-08,9.974738948676908e-05,0.0007957240250331,-0.9904802028773084,24;129;1313;10714,2;8;82;100000,1.0;0.1;0.01;0.001,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),cold,False,100000,12802,0,12802,1431.7910208702087,0.0,1431.7910208702087,3.6800751863521386e-08,9.981716368797234e-05,0.0007587226053324,-0.9904854060376964,,,,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,1,12045,12046,122.43809533119202,1471.0070526599884,1593.4451479911804,3.989409309312311e-08,9.991564584092824e-05,0.0007965018217414,-0.9904804060279636,32;149;1321;10543,2;4;33;100000,1.0;0.1;0.01;0.001,random,mixed,8,0,small_random_mixed_N8_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed/N8/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),cold,True,60144,60145,0,60145,288.956006526947,0.0,288.956006526947,9.999514782690851e-09,6.51957346608778e-05,0.0002345274576592,-0.95481737917808,,,,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),warm_matched,False,100000,100001,102297,202298,483.6939764022827,500.0107207298279,983.7046971321106,1.816684090211131e-07,0.0003233158472938,0.000647506705241,-0.9548038541600452,34;187;2075;100001,33;186;2074;100000,1.0;0.1;0.01;0.001,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),cold,True,10023,10024,0,10024,48.04733896255493,0.0,48.04733896255493,9.99861172237738e-09,6.52043578118211e-05,0.000234489972448,-0.9548173774574216,,,,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),warm_matched,True,1,2,87367,87369,0.0040500164031982,422.36978483200073,422.37383484840393,9.999411792018804e-09,7.58248472977896e-05,0.0001520878575157,-0.954812522620943,5;31;347;86984,4;30;346;86983,1.0;0.1;0.01;0.001,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),cold,False,100000,24119,0,24119,199.1632034778595,0.0,199.1632034778595,6.095400030365361e-07,9.983594257784167e-05,0.000514458708177,-0.9548152931173192,,,,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),warm_matched,False,100000,1,179162,179163,114.87787652015686,743.8561594486237,858.7340359687805,3.4044240545299243e-06,9.999605393568034e-05,0.0005130736693173,-0.954811489567602,17;246;1360;177539,3;51;292;100000,1.0;0.1;0.01;0.001,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),cold,False,100000,24801,0,24801,196.63033413887024,0.0,196.63033413887024,5.996621234445147e-07,9.99088665776804e-05,0.0005124646782778,-0.9548152838895894,,,,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),warm_matched,False,100000,1,177536,177537,116.6989402770996,709.5521438121796,826.2510840892792,3.399828723152472e-06,9.99952549135541e-05,0.0005176272944111,-0.9548117227028216,18;318;1460;175740,2;39;156;100000,1.0;0.1;0.01;0.001,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),cold,False,100000,26995,0,26995,204.6505961418152,0.0,204.6505961418152,5.480976723817644e-07,9.98945870025747e-05,0.00050423594069,-0.9548152400651893,,,,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,1,173051,173052,115.5999186038971,700.617883682251,816.2178022861481,3.425517598499416e-06,9.999819468681226e-05,0.0005213163597172,-0.954811800932387,20;440;1777;170814,2;23;78;100000,1.0;0.1;0.01;0.001,ising,mixed,6,0,small_ising_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed_N6N7/N6/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),cold,True,26469,26470,0,26470,160.8596396446228,0.0,160.8596396446228,9.998202540951607e-09,9.60658426856982e-05,0.0003109350632474,-0.9661152115761358,,,,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),warm_matched,True,1,2,17667,17669,0.0040910243988037,107.90655446052553,107.91064548492432,9.992588998754036e-09,9.689153677742548e-05,0.0003142972590789,-0.9661154406852236,34;175;1558;15900,33;174;1557;15899,1.0;0.1;0.01;0.001,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),cold,True,4410,4411,0,4411,26.05616497993469,0.0,26.05616497993469,9.981616279547264e-09,9.599415978841156e-05,0.0003106859135406,-0.9661152071163062,,,,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),warm_matched,True,1,2,2941,2943,0.0050313472747802,17.210071563720703,17.215102910995483,9.953636291070022e-09,9.650796738308224e-05,0.0003138535752494,-0.9661154356309092,4;28;260;2649,3;27;259;2648,1.0;0.1;0.01;0.001,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),cold,False,100000,22696,0,22696,184.2934491634369,0.0,184.2934491634369,2.9415323628559314e-08,9.948704070468912e-05,0.0005867654717283,-0.9661236674222669,,,,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),warm_matched,False,100000,1,14485,14486,86.01154255867004,131.33019280433655,217.3417353630066,2.9245773605662852e-08,9.970138667307352e-05,0.0005844256388018,-0.96612377967314,13;151;1452;12869,2;25;242;100000,1.0;0.1;0.01;0.001,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),cold,False,100000,22493,0,22493,157.21179103851318,0.0,157.21179103851318,2.9386224797758597e-08,9.991359860178833e-05,0.00058617432916,-0.9661238351712372,,,,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),warm_matched,False,100000,1,14333,14334,85.98719143867493,130.2190282344818,216.20621967315677,2.9305573843124394e-08,9.935963771737962e-05,0.0005850178760018,-0.9661238980602568,22;157;1405;12749,2;13;117;100000,1.0;0.1;0.01;0.001,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
