method,mode,converged,iters,gibbs_calls,warmup_gibbs_calls,total_with_warm_gibbs,time_sec,warmup_time_sec,total_with_warm_time_sec,final_F_marg,final_e_tr,final_trace_sum,final_cost,final_dual_value,stage_gibbs_calls,stage_iters,eps_schedule,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03,total_hit_tr_gibbs_le_1em03,hit_tr_le_1em04,hit_tr_iter_le_1em04,hit_tr_gibbs_le_1em04,total_hit_tr_gibbs_le_1em04,small_kind,small_case,N,seed,paper79_label,eps_final,eps0,q,max_inner,max_gibbs_calls,warm_method,warm_variant
KL descent (eta=eps/N),cold,False,999999,1000000,0,1000000,1397.7455291748047,0.0,1397.7455291748047,0.031077010282862437,0.23301647663171948,0.3330712506626416,-0.9819798341599193,-0.9819798201819666,,,,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,KL descent (eta=eps/N)
KL descent (eta=eps/N),warm_matched,False,996157,996158,3842,1000000,1399.28604722023,5.441303730010986,1404.727350950241,8.092081247992725e-05,0.0105624470462353,0.01956988372229079,-0.935314982463126,-0.9353098493945912,13;60;375;984;292;303;302;303;302;303;302;303,12;59;374;983;291;302;301;302;301;302;301;302,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,KL descent (eta=eps/N)
KL descent (eta=eps),cold,False,999999,1000000,0,1000000,1394.6191511154175,0.0,1394.6191511154175,0.031076924302694976,0.23301593478683774,0.3330711897825716,-0.9819798341598652,-0.9819797735346828,,,,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,KL descent (eta=eps)
KL descent (eta=eps),warm_matched,False,999041,999042,958,1000000,1414.786716222763,1.3666093349456787,1416.1533255577087,8.068089130215531e-05,0.01054340955897072,0.019459083894863474,-0.9353661085356324,-0.9352912043267358,4;21;93;237;73;76;75;76;76;75;76;76,3;20;92;236;72;75;74;75;75;74;75;75,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,KL descent (eta=eps)
MD-Sinkhorn (M=1),cold,False,250000,1000000,0,1000000,774.6142191886902,0.0,774.6142191886902,0.03107701028283688,0.23301647663155595,0.33307125066262633,-0.981979834159919,-0.9819798201819513,,,,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=1)
MD-Sinkhorn (M=1),warm_matched,False,249072,996286,3714,1000000,778.6825749874115,2.942330837249756,781.6249058246613,8.225331021676559e-05,0.01043667890458653,0.018917065602064305,-0.9355349111764566,-0.9352049527016968,9;128;326;800;300;305;309;309;305;309;309;305,2;36;82;202;75;76;77;77;76;77;77;76,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=1)
MD-Sinkhorn (M=2),cold,False,125000,1000000,0,1000000,677.5544266700745,0.0,677.5544266700745,0.031077010282837176,0.23301647663155678,0.33307125066262633,-0.981979834159919,-0.9819798201819517,,,,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=2)
MD-Sinkhorn (M=2),warm_matched,False,124536,996286,3714,1000000,679.0844495296478,2.5584216117858887,681.6428711414337,8.817043187725894e-05,0.010399461319546603,0.02023867953482393,-0.9355512502334562,-0.9351555683475827,17;196;312;721;303;311;309;309;309;309;309;309,2;28;39;90;38;39;39;39;39;39;39;39,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=2)
MD-Sinkhorn (M=5),cold,False,50000,1000000,0,1000000,611.9524176120758,0.0,611.9524176120758,0.031077010282837093,0.23301647663155617,0.3330712506626263,-0.981979834159919,-0.9819798201819515,,,,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=5)
MD-Sinkhorn (M=5),warm_matched,False,49808,996161,3839,1000000,616.5616819858551,2.4126317501068115,618.9743137359619,0.00010949652079721432,0.010344828672988835,0.02571946456538038,-0.9354296753188487,-0.9350980792949899,20;354;281;621;316;321;321;321;321;321;321;321,2;22;14;31;16;16;16;16;16;16;16;16,1.0;0.1;0.01;0.001;0.0001;1e-05;1e-06;1e-07;1e-08;1e-09;1e-10;1e-11,False,-1,-1,-1,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-12,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=5)
