method,mode,converged,iters,gibbs_calls,warmup_gibbs_calls,total_with_warm_gibbs,time_sec,warmup_time_sec,total_with_warm_time_sec,final_F_marg,final_e_tr,final_trace_sum,final_cost,final_entropic_primal,final_linear_cost,final_entropy,final_dual_value,final_primal_dual_gap,stage_gibbs_calls,stage_iters,eps_schedule,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03,total_hit_tr_gibbs_le_1em03,hit_tr_le_1em04,hit_tr_iter_le_1em04,hit_tr_gibbs_le_1em04,total_hit_tr_gibbs_le_1em04,small_kind,small_case,N,seed,paper79_label,eps_final,eps0,q,max_inner,max_gibbs_calls,warm_method,warm_variant,final_state_path
KL descent (eta=eps/N),warm_matched,True,675579,675580,4893,680473,650.2931644916534,4.6328349113464355,654.9259994029999,9.999976166915283e-09,0.00010203836350852397,0.0002602498430547219,-0.8363437155406347,-0.8363437155406347,-0.8363371867039983,-0.6528836636398004,-0.8363336275258608,-1.0088014773868004e-05,23;41;92;362;442;844;1259;1570;129;131,22;40;91;361;441;843;1258;1569;128;130,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05,True,130,131,5024,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-05,1.0,3.1622776601683795,1000000,1000000,matched,KL descent (eta=eps/N),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_random_mixed_N4_seed0__eps1e-05__KL_descent_eta_eps_over_N.npz
KL descent (eta=eps),warm_matched,True,169002,169003,1222,170225,162.38893604278564,1.1753971576690674,163.5643332004547,9.999995655007182e-09,0.00010205724386370451,0.0002602748449199755,-0.8363437085575667,-0.8363437085575667,-0.8363371797207958,-0.652883677092224,-0.8363336275334371,-1.0081024129582339e-05,5;10;23;90;111;212;314;394;31;32,4;9;22;89;110;211;313;393;30;31,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05,True,5566,5567,6789,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-05,1.0,3.1622776601683795,1000000,1000000,matched,KL descent (eta=eps),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_random_mixed_N4_seed0__eps1e-05__KL_descent_eta_eps.npz
MD-Sinkhorn (M=1),warm_matched,True,129931,359195,4112,363307,220.6550190448761,2.2922003269195557,222.94721937179565,1.6269098044219868e-08,9.99784434237732e-05,0.00034361795317480954,-0.8363460840041992,-0.8363460840041992,-0.8363395553050694,-0.6528699129732967,-0.8363336304520701,-1.2453552129088052e-05,13;33;89;337;369;695;1046;1296;117;117,3;8;22;84;92;180;277;349;29;29,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05,True,29,117,4229,True,129931,359195,363307,random,mixed,4,0,small_random_mixed_N4_seed0,1e-05,1.0,3.1622776601683795,1000000,1000000,matched,MD-Sinkhorn (M=1),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_random_mixed_N4_seed0__eps1e-05__MD-Sinkhorn_M_1.npz
MD-Sinkhorn (M=2),warm_matched,True,66036,348710,4087,352797,183.93444871902466,1.990952730178833,185.9254014492035,1.4638079974857416e-08,9.999955668142226e-05,0.0003151967631413637,-0.8363475985690473,-0.8363475985690473,-0.8363410699872531,-0.652858179413732,-0.8363336287439276,-1.3969825119697354e-05,22;41;105;361;329;665;1033;1289;121;121,3;5;13;45;41;83;129;161;15;15,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05,True,15,121,4208,True,66036,348710,352797,random,mixed,4,0,small_random_mixed_N4_seed0,1e-05,1.0,3.1622776601683795,1000000,1000000,matched,MD-Sinkhorn (M=2),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_random_mixed_N4_seed0__eps1e-05__MD-Sinkhorn_M_2.npz
MD-Sinkhorn (M=5),warm_matched,True,25334,300018,7717,307735,140.2862033843994,3.422091245651245,143.70829463005066,1.9999214283174683e-08,9.993204227743815e-05,0.000375579480251295,-0.8363489856967983,-0.8363489856967983,-0.8363424573473893,-0.6528349408975507,-0.8363336288320797,-1.535686471854092e-05,26;67;160;440;301;488;821;1033;141;4240,3;4;8;22;15;25;41;52;7;212,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05,True,6,121,7838,True,25334,300018,307735,random,mixed,4,0,small_random_mixed_N4_seed0,1e-05,1.0,3.1622776601683795,1000000,1000000,matched,MD-Sinkhorn (M=5),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_random_mixed_N4_seed0__eps1e-05__MD-Sinkhorn_M_5.npz
