method,mode,converged,iters,gibbs_calls,warmup_gibbs_calls,total_with_warm_gibbs,time_sec,warmup_time_sec,total_with_warm_time_sec,final_F_marg,final_e_tr,final_trace_sum,final_cost,final_dual_value,stage_gibbs_calls,stage_iters,eps_schedule,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03,total_hit_tr_gibbs_le_1em03,hit_tr_le_1em04,hit_tr_iter_le_1em04,hit_tr_gibbs_le_1em04,total_hit_tr_gibbs_le_1em04,small_kind,small_case,N,seed,paper79_label,eps_final,eps0,q,max_inner,max_gibbs_calls,warm_method,warm_variant
KL descent (eta=eps/N),cold,False,999999,1000000,0,1000000,928.0125262737274,0.0,928.0125262737274,0.006822999302887157,0.07940833616770916,0.19919381578617593,-0.8431614162158325,-0.8395097851350255,,,,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,KL descent (eta=eps/N)
KL descent (eta=eps/N),warm_matched,False,999134,999135,865,1000000,932.226621389389,0.8032238483428955,933.0298452377319,6.504361859861955e-05,0.006600329910041074,0.02156924889090001,-0.8364568895757625,-0.8363982568473568,15;83;331;141;147;148,14;82;330;140;146;147,1.0;0.1;0.01;0.001;0.0001;1e-05,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,KL descent (eta=eps/N)
KL descent (eta=eps),cold,False,999999,1000000,0,1000000,931.7971680164337,0.0,931.7971680164337,0.00036249777071752976,0.01760171086861575,0.04846266917178619,-0.8384057042054747,-0.836578501778773,,,,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,KL descent (eta=eps)
KL descent (eta=eps),warm_matched,False,999785,999786,214,1000000,930.5872890949249,0.19960331916809082,930.786892414093,1.6242393566142537e-05,0.0032701754857993775,0.010664866969089514,-0.8362845130483856,-0.8363475453452544,3;21;83;35;36;36,2;20;82;34;35;35,1.0;0.1;0.01;0.001;0.0001;1e-05,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,KL descent (eta=eps)
MD-Sinkhorn (M=1),cold,False,250000,1000000,0,1000000,532.9630208015442,0.0,532.9630208015442,0.006790213388704929,0.07928230716514124,0.19860923175174955,-0.8435203160895846,-0.8394950813426603,,,,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=1)
MD-Sinkhorn (M=1),warm_matched,False,249790,999158,842,1000000,531.8671598434448,0.4503488540649414,532.3175086975098,5.231158146828691e-05,0.00575452094391604,0.019358187259208307,-0.8365744673913845,-0.836380181678476,9;85;321;137;145;145,2;21;80;34;36;36,1.0;0.1;0.01;0.001;0.0001;1e-05,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=1)
MD-Sinkhorn (M=2),cold,False,125000,1000000,0,1000000,471.2090072631836,0.0,471.2090072631836,0.0068595405130543255,0.07817022704194436,0.19832302561324927,-0.8445666827096341,-0.8394999988284175,,,,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=2)
MD-Sinkhorn (M=2),warm_matched,False,124893,999138,862,1000000,469.7958619594574,0.40941619873046875,470.20527815818787,4.1767903216746575e-05,0.00526136784963185,0.017346347028781534,-0.8365183442384161,-0.8363655890327083,17;105;329;129;137;145,2;13;41;16;17;18,1.0;0.1;0.01;0.001;0.0001;1e-05,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=2)
MD-Sinkhorn (M=5),cold,False,50000,1000000,0,1000000,431.9042181968689,0.0,431.9042181968689,0.007158278881370901,0.07579595118324929,0.19932422752061918,-0.8460417157474194,-0.8395233203317978,,,,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=5)
MD-Sinkhorn (M=5),warm_matched,False,49947,998934,1066,1000000,430.3275730609894,0.4607200622558594,430.78829312324524,2.18480912170737e-05,0.0037849837650784004,0.012432945629762838,-0.8364998232468653,-0.8363415372466628,21;161;501;121;141;121,2;8;25;6;7;6,1.0;0.1;0.01;0.001;0.0001;1e-05,False,-1,-1,-1,False,-1,-1,-1,random,mixed,4,0,small_random_mixed_N4_seed0,1e-06,1.0,10.0,1000000,1000000,matched,MD-Sinkhorn (M=5)
