method,mode,converged,iters,gibbs_calls,warmup_gibbs_calls,total_with_warm_gibbs,time_sec,warmup_time_sec,total_with_warm_time_sec,final_F_marg,final_e_tr,final_trace_sum,final_cost,final_entropic_primal,final_linear_cost,final_entropy,final_dual_value,final_primal_dual_gap,stage_gibbs_calls,stage_iters,eps_schedule,hit_tr_le_1em03,hit_tr_iter_le_1em03,hit_tr_gibbs_le_1em03,total_hit_tr_gibbs_le_1em03,hit_tr_le_1em04,hit_tr_iter_le_1em04,hit_tr_gibbs_le_1em04,total_hit_tr_gibbs_le_1em04,small_kind,small_case,N,seed,paper79_label,eps_final,eps0,q,max_inner,max_gibbs_calls,warm_method,warm_variant,final_state_path
KL descent (eta=eps/N),warm_matched,False,988756,988757,11243,1000000,898.943386554718,10.111166000366211,909.0545525550842,7.613126859109111e-07,0.0010336938336401175,0.0018649405382776315,-0.9350008552635046,-0.9350008552635046,-0.9350008102890912,-0.4497441343161672,-0.9349962181788367,-4.637084667913349e-06,22;34;553;513;291;754;1637;2818;3827;158;159;159;159;159,21;33;552;512;290;753;1636;2817;3826;157;158;158;158;158,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05;9.999999999999994e-06;3.162277660168377e-06;9.999999999999993e-07;3.1622776601683765e-07,True,158,159,11402,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-07,1.0,3.1622776601683795,1000000,1000000,matched,KL descent (eta=eps/N),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_ising_mixed_N4_seed0__eps1e-07__KL_descent_eta_eps_over_N.npz
KL descent (eta=eps),warm_matched,False,997175,997176,2824,1000000,908.2443361282349,2.58949613571167,910.8338322639465,6.475330874050931e-07,0.0009335982776908828,0.0017072282148696892,-0.9349914435898597,-0.9349914435898597,-0.9349913986090121,-0.449808476417611,-0.9349961355486255,4.691958765734583e-06,6;9;138;129;73;189;412;709;964;39;39;39;39;39,5;8;137;128;72;188;411;708;963;38;38;38;38;38,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05;9.999999999999994e-06;3.162277660168377e-06;9.999999999999993e-07;3.1622776601683765e-07,True,38,39,2863,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-07,1.0,3.1622776601683795,1000000,1000000,matched,KL descent (eta=eps),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_ising_mixed_N4_seed0__eps1e-07__KL_descent_eta_eps.npz
MD-Sinkhorn (M=1),warm_matched,False,247231,988916,11084,1000000,514.8024616241455,5.914639472961426,520.7171010971069,7.860746725159214e-07,0.0010288177579882867,0.0019314526960010454,-0.9350002856877935,-0.9350002856877935,-0.9350002407170503,-0.4497074308359701,-0.9349964888177269,-3.796870066574698e-06,13;47;362;334;285;748;1641;2858;4016;156;156;156;156;156,3;12;126;120;71;193;427;740;1005;39;39;39;39;39,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05;9.999999999999994e-06;3.162277660168377e-06;9.999999999999993e-07;3.1622776601683765e-07,True,39,156,11240,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-07,1.0,3.1622776601683795,1000000,1000000,matched,MD-Sinkhorn (M=1),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_ising_mixed_N4_seed0__eps1e-07__MD-Sinkhorn_M_1.npz
MD-Sinkhorn (M=2),warm_matched,False,123530,988235,11765,1000000,451.7712800502777,5.514230012893677,457.2855100631714,8.118000602208353e-07,0.0010274894772347974,0.001998358729717417,-0.9349957005984256,-0.9349957005984256,-0.9349956556278313,-0.44970594343693165,-0.9349966989495264,9.983511007893853e-07,23;67;392;340;289;770;1733;3135;4211;161;161;161;161;161,3;9;69;61;36;99;225;392;527;20;20;20;20;20,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05;9.999999999999994e-06;3.162277660168377e-06;9.999999999999993e-07;3.1622776601683765e-07,True,20,161,11926,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-07,1.0,3.1622776601683795,1000000,1000000,matched,MD-Sinkhorn (M=2),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_ising_mixed_N4_seed0__eps1e-07__MD-Sinkhorn_M_2.npz
MD-Sinkhorn (M=5),warm_matched,False,49332,986631,13369,1000000,414.52986001968384,5.739296913146973,420.2691569328308,8.837715678041254e-07,0.001018650833460546,0.0021646723611618863,-0.934986108646956,-0.934986108646956,-0.9349860636771935,-0.4496976247512679,-0.9349971912009274,1.1082553971419884e-05,26;107;503;372;301;859;1977;3658;4761;161;161;161;161;161,3;8;37;28;15;44;103;183;238;8;8;8;8;8,1.0;0.31622776601683794;0.09999999999999998;0.031622776601683784;0.009999999999999997;0.0031622776601683785;0.0009999999999999996;0.0003162277660168378;9.999999999999995e-05;3.1622776601683775e-05;9.999999999999994e-06;3.162277660168377e-06;9.999999999999993e-07;3.1622776601683765e-07,True,8,161,13530,False,-1,-1,-1,ising,mixed,4,0,small_ising_mixed_N4_seed0,1e-07,1.0,3.1622776601683795,1000000,1000000,matched,MD-Sinkhorn (M=5),results/hpc_standard_qubit_eps_N4/final_states/warm/N4/exp__small_ising_mixed_N4_seed0__eps1e-07__MD-Sinkhorn_M_5.npz
