seed,N,d,i,eps,eta_inner,M_inner,tol_inner,tol_F_inner,inner_step,time_sec,gibbs_calls,e_i_tr,F_i,log10_e_i_tr,log10_F_i,converged
0,4,3,0,1.0,1.0,80,0.0,0.0,38,8.140109300613403,39,5.639271439431416e-16,3.2447305725920116e-16,-15.248777000674979,-15.488821359170068,0
0,4,3,0,1.0,1.0,80,0.0,0.0,39,8.349052906036377,40,4.949228517199748e-16,-1.8883965872445845e-17,-15.305462493356417,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,40,8.57349967956543,41,8.793465049537639e-16,2.865942382453448e-16,-15.055839958218305,-15.542732545004291,0
0,4,3,0,1.0,1.0,80,0.0,0.0,41,8.906222820281982,42,5.02223283797643e-16,-2.414121650037144e-16,-15.299103156636185,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,42,9.101269245147705,43,6.765410768615652e-16,4.1981010414660395e-16,-15.16970582964621,-15.3769471128658,0
0,4,3,0,1.0,1.0,80,0.0,0.0,43,9.276146411895752,44,6.528646221648711e-16,6.060358502156642e-16,-15.185176864578043,-15.217501684265532,0
0,4,3,0,1.0,1.0,80,0.0,0.0,44,9.536606073379517,45,3.0298876709079225e-16,6.189245920608496e-16,-15.518573472094769,-15.208362260910123,0
0,4,3,0,1.0,1.0,80,0.0,0.0,45,9.724493265151978,46,5.16007901052121e-16,-3.432712417791371e-17,-15.287343648455993,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,46,10.001019954681396,47,9.11831871347317e-16,1.499413749912271e-16,-15.040085231931858,-15.824078510907777,0
0,4,3,0,1.0,1.0,80,0.0,0.0,47,10.238539218902588,48,5.033321437050307e-16,-6.484848048197226e-17,-15.298145333882687,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,48,10.371984004974365,49,5.162969842494816e-16,-1.3801091006655963e-16,-15.287100411709767,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,49,10.622037649154663,50,3.6433491236793463e-16,2.373138084571823e-16,-15.438499210525144,-15.624676990976575,0
0,4,3,0,1.0,1.0,80,0.0,0.0,50,10.901700496673584,51,1.0236512241170427e-15,-5.582993380823294e-16,-14.989847989886501,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,51,11.090604543685913,52,7.522956510143055e-16,2.8850754303904027e-16,-15.123611448809482,-15.539842827716543,0
0,4,3,0,1.0,1.0,80,0.0,0.0,52,11.358673334121704,53,3.1632560443142343e-16,-8.430071696401539e-17,-15.499865653442392,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,53,11.646779298782349,54,4.75355666130436e-16,6.770680271977493e-17,-15.322981325032622,-16.16936769416217,0
0,4,3,0,1.0,1.0,80,0.0,0.0,54,11.904696702957153,55,4.773595141981768e-16,2.9715338768863265e-16,-15.321154417138901,-15.527019314215824,0
0,4,3,0,1.0,1.0,80,0.0,0.0,55,12.130264282226562,56,8.859136023474733e-16,4.253167917753409e-16,-15.052608630091873,-15.371287470727284,0
0,4,3,0,1.0,1.0,80,0.0,0.0,56,12.357804536819458,57,8.57013223997667e-16,9.202042621516473e-17,-15.067012476717519,-16.036115759525195,0
0,4,3,0,1.0,1.0,80,0.0,0.0,57,12.553511381149292,58,7.412310405676775e-16,-1.1685972466589703e-17,-15.130046402001566,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,58,12.677858591079712,59,6.669297808456354e-16,2.7018990942931394e-16,-15.175919889316758,-15.568330874266609,0
0,4,3,0,1.0,1.0,80,0.0,0.0,59,12.855053424835205,60,9.464641801129984e-16,2.0262393904463948e-16,-15.0238958176998,-15.693309246138567,0
0,4,3,0,1.0,1.0,80,0.0,0.0,60,13.084150552749634,61,8.92749383219445e-16,1.4847172274954082e-16,-15.049270441179408,-15.828356252227055,0
0,4,3,0,1.0,1.0,80,0.0,0.0,61,13.336532354354858,62,7.107440702925359e-16,4.104312404396935e-16,-15.148286754922745,-15.386759589820697,0
0,4,3,0,1.0,1.0,80,0.0,0.0,62,13.537203550338745,63,4.4035897749779534e-16,3.7854905672992244e-16,-15.356193145368202,-15.421877831655141,0
0,4,3,0,1.0,1.0,80,0.0,0.0,63,13.734317064285278,64,4.949237847129225e-16,-8.864549838183585e-17,-15.305461674656481,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,64,13.952790260314941,65,4.2929389419772097e-16,6.498149248092159e-16,-15.367245288401751,-15.187210318094376,0
0,4,3,0,1.0,1.0,80,0.0,0.0,65,14.254497289657593,66,6.74008706239725e-16,3.61507978677396e-16,-15.171334493601995,-15.441882113148628,0
0,4,3,0,1.0,1.0,80,0.0,0.0,66,14.519007205963135,67,8.575339946158628e-16,-3.1067384887499587e-16,-15.066748654513825,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,67,14.840523719787598,68,5.557734871990476e-16,-1.2348983105184646e-16,-15.255102174791089,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,68,15.060035467147827,69,3.5356120872419804e-16,-2.4970906281761684e-16,-15.45153539004238,nan,0
0,4,3,0,1.0,1.0,80,0.0,0.0,69,15.331503629684448,70,4.107295464403997e-16,2.316559590418125e-16,-15.38644405440353,-15.63515652366851,0
0,4,3,0,1.0,1.0,80,0.0,0.0,70,15.47779130935669,71,6.178170861389639e-16,3.7056908434381524e-16,-15.20914008516817,-15.431130815613288,0
0,4,3,0,1.0,1.0,80,0.0,0.0,71,15.702744007110596,72,5.726982243666451e-16,3.028470619622163e-16,-15.242074163401362,-15.518776635240853,0
0,4,3,0,1.0,1.0,80,0.0,0.0,72,15.933350801467896,73,4.562011207294918e-16,2.4321037705208827e-16,-15.340843652145656,-15.614017898970374,0
0,4,3,0,1.0,1.0,80,0.0,0.0,73,16.118698120117188,74,7.46770097392339e-16,9.542576654649527e-17,-15.126813080649988,-16.020334342716815,0
0,4,3,0,1.0,1.0,80,0.0,0.0,74,16.344882249832153,75,7.677916971631282e-16,2.547907435323864e-16,-15.114756588618372,-15.593816353832091,0
0,4,3,0,1.0,1.0,80,0.0,0.0,75,16.5578773021698,76,3.619120599138586e-16,4.336738602118469e-17,-15.44139694475371,-16.362836754258616,0
0,4,3,0,1.0,1.0,80,0.0,0.0,76,16.781861543655396,77,5.712189228444238e-16,1.3180652622287997e-16,-15.243197414063127,-15.880063085702442,0
0,4,3,0,1.0,1.0,80,0.0,0.0,77,16.97939968109131,78,7.825080360697596e-16,2.6483921352482983e-16,-15.106511193713997,-15.57701771048387,0
0,4,3,0,1.0,1.0,80,0.0,0.0,78,17.238606691360474,79,7.655171460030019e-16,4.3029560885850645e-16,-15.116045077557363,-15.36623308584459,0
0,4,3,0,1.0,1.0,80,0.0,0.0,79,17.471916913986206,80,4.437959640194559e-16,2.342003191612168e-16,-15.352816651657974,-15.630412517419673,0
0,4,3,0,1.0,1.0,80,0.0,0.0,80,17.655842781066895,81,5.204452219259952e-16,1.9624797453992984e-16,-15.28362497425564,-15.707194816879124,0
0,4,3,0,1.0,0.7,80,0.0,0.0,0,0.0010008811950683594,1,0.6007286197599426,0.5274924521554517,-0.22132167701263722,-0.277783750268544,0
0,4,3,0,1.0,0.7,80,0.0,0.0,1,0.18524575233459473,2,0.15139478144032392,0.028331746634756145,-0.8198890946558369,-1.5477266506665086,0
0,4,3,0,1.0,0.7,80,0.0,0.0,2,0.4070737361907959,3,0.04615951189822517,0.0026642213679073136,-1.335738792162294,-2.574429692840153,0
0,4,3,0,1.0,0.7,80,0.0,0.0,3,0.5722677707672119,4,0.015131742487657106,0.000317466649452325,-1.820111058149922,-3.4983018915360446,0
0,4,3,0,1.0,0.7,80,0.0,0.0,4,0.822232723236084,5,0.005108741343438725,4.168259773999544e-05,-2.291686085174645,-4.380045222794199,0
0,4,3,0,1.0,0.7,80,0.0,0.0,5,1.0194156169891357,6,0.0017519479444787957,5.726761410419475e-06,-2.7564788021413826,-5.242090910181015,0
0,4,3,0,1.0,0.7,80,0.0,0.0,6,1.2330574989318848,7,0.0006071846615960017,8.055298147931558e-07,-3.2166792079102624,-6.093918380557592,0
0,4,3,0,1.0,0.7,80,0.0,0.0,7,1.4541592597961426,8,0.00021225594711327277,1.1483282131285468e-07,-3.673140132592636,-6.9399339649186675,0
0,4,3,0,1.0,0.7,80,0.0,0.0,8,1.7098474502563477,9,7.477972231403924e-05,1.6505632626237574e-08,-4.126216151881778,-7.782367825419171,0
0,4,3,0,1.0,0.7,80,0.0,0.0,9,1.9234957695007324,10,2.654098581435757e-05,2.3853097273456437e-09,-4.576082950130797,-8.62245522075652,0
0,4,3,0,1.0,0.7,80,0.0,0.0,10,2.1381680965423584,11,9.78060081348663e-06,3.459863901547814e-10,-5.009634466074629,-9.460940984435341,0
0,4,3,0,1.0,0.7,80,0.0,0.0,11,2.3248496055603027,12,3.7394057585424662e-06,5.0314405472744146e-11,-5.427197407502911,-10.298307654673089,0
0,4,3,0,1.0,0.7,80,0.0,0.0,12,2.5425891876220703,13,1.4298620343622681e-06,7.330837586849697e-12,-5.844705865056448,-11.134846402089373,0
0,4,3,0,1.0,0.7,80,0.0,0.0,13,2.7378110885620117,14,5.467957859123623e-07,1.0697119219409473e-12,-6.26217484114529,-11.970733163956211,0
0,4,3,0,1.0,0.7,80,0.0,0.0,14,2.943488836288452,15,2.09115830260048e-07,1.570617710030604e-13,-6.679613089447476,-12.803929509821934,0
0,4,3,0,1.0,0.7,80,0.0,0.0,15,3.084861993789673,16,7.99785433739951e-08,2.3059406103913326e-14,-7.097026509809859,-13.637151882172052,0
0,4,3,0,1.0,0.7,80,0.0,0.0,16,3.2377164363861084,17,3.05900712501326e-08,3.612698874602768e-15,-7.514419511459146,-14.442168236203495,0
0,4,3,0,1.0,0.7,80,0.0,0.0,17,3.443753719329834,18,1.1700499575992027e-08,4.3643477328343374e-16,-7.9317955947953145,-15.360080653951085,0
0,4,3,0,1.0,0.7,80,0.0,0.0,18,3.6467862129211426,19,4.475508669903101e-09,-2.0558133052301344e-16,-8.349157597224606,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,19,3.8836746215820312,20,1.7119539448804947e-09,-4.8420783186399276e-18,-8.766507922925982,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,20,4.138696908950806,21,6.548647864027267e-10,-6.418123386158927e-17,-9.183848361964156,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,21,4.390866041183472,22,2.5050684021961685e-10,8.707796705099516e-17,-9.601180410998028,-16.060091718685158,0
0,4,3,0,1.0,0.7,80,0.0,0.0,22,4.610028028488159,23,9.582844018280285e-11,-4.2566934014040915e-16,-10.018505580885613,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,23,4.823408603668213,24,3.665878695896917e-11,1.1287083122108218e-16,-10.43582190996142,-15.94741827664401,0
0,4,3,0,1.0,0.7,80,0.0,0.0,24,5.0471885204315186,25,1.4024051294196257e-11,5.141488433183088e-16,-10.85312650844124,-15.288911136891542,0
0,4,3,0,1.0,0.7,80,0.0,0.0,25,5.243218898773193,26,5.3651149356787845e-12,-4.718425034298818e-16,-11.270420969803082,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,26,5.438298940658569,27,2.0527244545474483e-12,5.821806170263204e-16,-11.68766934381058,-15.234942257946749,0
0,4,3,0,1.0,0.7,80,0.0,0.0,27,5.657143592834473,28,7.854882701686913e-13,2.3977649714872217e-18,-12.104860295969708,-17.620193388621885,0
0,4,3,0,1.0,0.7,80,0.0,0.0,28,5.845397710800171,29,3.009077322329778e-13,4.471546314818753e-16,-12.521566652329811,-15.349542266607752,0
0,4,3,0,1.0,0.7,80,0.0,0.0,29,5.995052099227905,30,1.1510602069359277e-13,-1.4806015208424176e-16,-12.938901959727113,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,30,6.232258558273315,31,4.424690547723886e-14,1.0384082955018399e-16,-13.354117097421613,-15.98363185109428,0
0,4,3,0,1.0,0.7,80,0.0,0.0,31,6.440059423446655,32,1.7325678921940306e-14,2.451504755944102e-16,-13.76130973817213,-15.610567259881284,0
0,4,3,0,1.0,0.7,80,0.0,0.0,32,6.66655707359314,33,6.625343367339074e-15,3.1197407105224685e-16,-14.17879160891171,-15.505881499785643,0
0,4,3,0,1.0,0.7,80,0.0,0.0,33,6.88625693321228,34,2.452322587584996e-15,1.1087220498639625e-17,-14.610422401693107,-16.955177315293568,0
0,4,3,0,1.0,0.7,80,0.0,0.0,34,7.121360778808594,35,1.3165572243646616e-15,4.541350766814371e-16,-14.880560259470414,-15.342814952578516,0
0,4,3,0,1.0,0.7,80,0.0,0.0,35,7.311372756958008,36,9.42441602783181e-16,2.6465887807934916e-16,-15.025745550803608,-15.57731353286032,0
0,4,3,0,1.0,0.7,80,0.0,0.0,36,7.513749599456787,37,6.373995224681053e-16,-1.1658129260200719e-16,-15.195588266230256,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,37,7.718745231628418,38,6.442336523263894e-16,1.0269943992729806e-16,-15.190956593024662,-15.988431924826745,0
0,4,3,0,1.0,0.7,80,0.0,0.0,38,7.7989866733551025,39,4.673851885886052e-16,-1.5918094406127212e-16,-15.330325054494413,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,39,8.000598907470703,40,4.2216924001041287e-16,4.3174300668524695e-17,-15.374513413331549,-16.364774688346735,0
0,4,3,0,1.0,0.7,80,0.0,0.0,40,8.280208826065063,41,5.283540371645646e-16,3.114801289044585e-16,-15.277074969774436,-15.506569654245302,0
0,4,3,0,1.0,0.7,80,0.0,0.0,41,8.494684219360352,42,8.305504111455478e-16,5.516635248817238e-17,-15.080634002444487,-16.258325729956113,0
0,4,3,0,1.0,0.7,80,0.0,0.0,42,8.726239681243896,43,5.783069582554894e-16,-1.237864181506401e-16,-15.237841582184071,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,43,8.943859100341797,44,6.498679207450868e-16,2.66697564075423e-16,-15.187174900465216,-15.573980950989665,0
0,4,3,0,1.0,0.7,80,0.0,0.0,44,9.155326128005981,45,6.565475395164382e-16,-5.174277458525948e-16,-15.182733821894127,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,45,9.398210763931274,46,9.055522064113e-16,4.02595798075696e-16,-15.043086506915058,-15.395130762189693,0
0,4,3,0,1.0,0.7,80,0.0,0.0,46,9.557564496994019,47,7.14066210580708e-16,2.432555156117738e-16,-15.14626151713604,-15.613937303690236,0
0,4,3,0,1.0,0.7,80,0.0,0.0,47,9.759427785873413,48,5.001687614606419e-16,7.130580550616889e-17,-15.300883436053974,-16.146875109746272,0
0,4,3,0,1.0,0.7,80,0.0,0.0,48,9.905784845352173,49,4.522209590018532e-16,8.887118776644725e-17,-15.3446493133575,-16.05123901543242,0
0,4,3,0,1.0,0.7,80,0.0,0.0,49,10.118690252304077,50,4.684490370787236e-16,-3.258501411678099e-17,-15.329337649428021,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,50,10.335939645767212,51,4.752437463506452e-16,2.6950030201684467e-16,-15.323083589230064,-15.569440743782714,0
0,4,3,0,1.0,0.7,80,0.0,0.0,51,10.563886404037476,52,5.112351000510682e-16,-2.0794107530123638e-16,-15.291379336314478,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,52,10.790416955947876,53,3.366002197626875e-16,6.435283907990258e-16,-15.472885604813875,-15.191432288393834,0
0,4,3,0,1.0,0.7,80,0.0,0.0,53,11.023411512374878,54,4.90860267109015e-16,1.4964852282892433e-16,-15.30904212062711,-15.824927565695912,0
0,4,3,0,1.0,0.7,80,0.0,0.0,54,11.210370063781738,55,5.325657129152196e-16,9.920123378335056e-17,-15.273626797286955,-16.003482926414684,0
0,4,3,0,1.0,0.7,80,0.0,0.0,55,11.360688924789429,56,4.911665842881977e-16,2.1566584666550514e-16,-15.30877118737359,-15.666218625315212,0
0,4,3,0,1.0,0.7,80,0.0,0.0,56,11.536065578460693,57,6.873526524562623e-16,4.4091848525115325e-16,-15.16282038707395,-15.355641693248332,0
0,4,3,0,1.0,0.7,80,0.0,0.0,57,11.787103176116943,58,8.267632742388432e-16,5.59707455934223e-16,-15.082618823469112,-15.252038907762694,0
0,4,3,0,1.0,0.7,80,0.0,0.0,58,12.016586065292358,59,5.457104729227267e-16,-2.070334421730276e-16,-15.263037711437846,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,59,12.127526760101318,60,5.530238234264256e-16,7.662585453981187e-17,-15.257256159545609,-16.11562466914752,0
0,4,3,0,1.0,0.7,80,0.0,0.0,60,12.308732986450195,61,6.349937188147692e-16,2.1785583875021054e-17,-15.19723057060972,-16.661830796054062,0
0,4,3,0,1.0,0.7,80,0.0,0.0,61,12.466665983200073,62,6.072718327104887e-16,4.85841885121915e-16,-15.21661686243433,-15.31350504677011,0
0,4,3,0,1.0,0.7,80,0.0,0.0,62,12.62809681892395,63,3.323226037351032e-16,-1.6373111971645203e-16,-15.478440118114712,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,63,12.726625680923462,64,6.093107059850656e-16,5.895306120406865e-16,-15.215161190972216,-15.2294936387535,0
0,4,3,0,1.0,0.7,80,0.0,0.0,64,12.944648742675781,65,7.310043103318428e-16,3.993689905194392e-16,-15.136080062238014,-15.398625659468122,0
0,4,3,0,1.0,0.7,80,0.0,0.0,65,13.225944757461548,66,8.489409124392541e-16,1.7599223686654333e-16,-15.07112253625145,-15.754506488778922,0
0,4,3,0,1.0,0.7,80,0.0,0.0,66,13.372774839401245,67,5.593930635953914e-16,-4.350448193283731e-17,-15.252282923128815,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,67,13.592600584030151,68,5.69762551815578e-16,1.9715684972394144e-16,-15.244306098575496,-15.705188129848006,0
0,4,3,0,1.0,0.7,80,0.0,0.0,68,13.916420698165894,69,6.028062972777896e-16,1.122168066695048e-16,-15.219822219431874,-15.949942094085113,0
0,4,3,0,1.0,0.7,80,0.0,0.0,69,14.126358985900879,70,4.279475485535477e-16,3.4097797752784594e-16,-15.368609457084219,-15.46727366953239,0
0,4,3,0,1.0,0.7,80,0.0,0.0,70,14.354812860488892,71,4.286757838792088e-16,1.785381172147005e-16,-15.367871049320438,-15.748269049418647,0
0,4,3,0,1.0,0.7,80,0.0,0.0,71,14.487940549850464,72,3.806903168290261e-16,-5.411179785873758e-17,-15.419428169682098,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,72,14.69118046760559,73,6.299127417376219e-16,3.4400479294454106e-16,-15.200719606747171,-15.463435506455024,0
0,4,3,0,1.0,0.7,80,0.0,0.0,73,14.838005542755127,74,5.523866417690252e-16,-1.8478189096909987e-16,-15.257756832403592,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,74,15.046974658966064,75,5.432545419555731e-16,3.3383645119349134e-16,-15.264996634012507,-15.47646624498481,0
0,4,3,0,1.0,0.7,80,0.0,0.0,75,15.273435354232788,76,5.196251574650773e-16,6.145489393048526e-17,-15.28430983087889,-16.21144352657127,0
0,4,3,0,1.0,0.7,80,0.0,0.0,76,15.389727592468262,77,5.560081962596214e-16,7.098364975085449e-16,-15.254918806324257,-15.148841674389578,0
0,4,3,0,1.0,0.7,80,0.0,0.0,77,15.543159246444702,78,4.5109619639025145e-16,5.804204361146019e-16,-15.345730834825787,-15.23625730482225,0
0,4,3,0,1.0,0.7,80,0.0,0.0,78,15.741561651229858,79,6.809952287418896e-16,-1.0486417106342203e-16,-15.166855930874775,nan,0
0,4,3,0,1.0,0.7,80,0.0,0.0,79,15.95758056640625,80,6.396805090607718e-16,5.475523818124711e-16,-15.19403688194824,-15.261574327549175,0
0,4,3,0,1.0,0.7,80,0.0,0.0,80,16.184532642364502,81,2.7863799637334944e-16,1.5488313484800015e-16,-15.55495966145797,-15.809995869788974,0
0,4,3,0,1.0,0.4,80,0.0,0.0,0,0.0010228157043457031,1,0.6007286197599426,0.5274924521554517,-0.22132167701263722,-0.277783750268544,0
0,4,3,0,1.0,0.4,80,0.0,0.0,1,0.175004243850708,2,0.3200866444399436,0.1360310656072159,-0.4947324463402184,-0.8663618998568181,0
0,4,3,0,1.0,0.4,80,0.0,0.0,2,0.3909902572631836,3,0.17857887218349722,0.03965781331816197,-0.7481699241534772,-1.4016712359208596,0
0,4,3,0,1.0,0.4,80,0.0,0.0,3,0.6530182361602783,4,0.10391325236170436,0.013017367759823602,-0.9833290620622498,-1.8854768255186507,0
0,4,3,0,1.0,0.4,80,0.0,0.0,4,0.8895330429077148,5,0.062067103715916255,0.004625217042710293,-1.2071385199528164,-2.334867882765002,0
0,4,3,0,1.0,0.4,80,0.0,0.0,5,0.9727401733398438,6,0.03766579988546949,0.0017284281669055386,-1.424052805288162,-2.762348664929673,0
0,4,3,0,1.0,0.4,80,0.0,0.0,6,1.169630765914917,7,0.023086091731968426,0.0006672355507288492,-1.6366495830162993,-3.1757208222713267,0
0,4,3,0,1.0,0.4,80,0.0,0.0,7,1.322009563446045,8,0.014241615897664392,0.0002631506227898763,-1.8464407315120377,-3.5797955978150995,0
0,4,3,0,1.0,0.4,80,0.0,0.0,8,1.4981541633605957,9,0.008823904708298571,0.00010529421427852561,-2.0543391906045345,-3.9775954918339167,0
0,4,3,0,1.0,0.4,80,0.0,0.0,9,1.772240161895752,10,0.005483897102890484,4.255378927806117e-05,-2.2609107026910795,-4.371061761330751,0
