seed,N,d,i,eps,eta_inner,M_inner,tol_inner,tol_F_inner,inner_step,time_sec,gibbs_calls,e_i_tr,F_i,log10_e_i_tr,log10_F_i,converged
0,4,3,0,1.0,0.4,80,0.0,0.0,10,1.9055440425872803,11,0.0034157587177617702,1.7319463355581132e-05,-2.466512814577162,-4.761465568745955,0
0,4,3,0,1.0,0.4,80,0.0,0.0,11,2.094438076019287,12,0.0021312057453538097,7.085119136715349e-06,-2.6713746217270917,-5.149652842666619,0
0,4,3,0,1.0,0.4,80,0.0,0.0,12,2.22983980178833,13,0.001331544821082351,2.9094128623484167e-06,-2.8756442102080517,-5.53619464550544,0
0,4,3,0,1.0,0.4,80,0.0,0.0,13,2.4702532291412354,14,0.0008328796387281092,1.1981688108910447e-06,-3.0794177549113675,-5.9214819895647235,0
0,4,3,0,1.0,0.4,80,0.0,0.0,14,2.7282378673553467,15,0.000521485451660647,4.94553407021e-07,-3.2827578029644573,-6.305786801898783,0
0,4,3,0,1.0,0.4,80,0.0,0.0,15,2.9320762157440186,16,0.0003268097648336137,2.0450237241370194e-07,-3.48570497554844,-6.689301649416037,0
0,4,3,0,1.0,0.4,80,0.0,0.0,16,3.167328119277954,17,0.00020498139261964453,8.46903983935869e-08,-3.6882855606485574,-7.072165824156332,0
0,4,3,0,1.0,0.4,80,0.0,0.0,17,3.3396334648132324,18,0.00012867183987252305,3.511700135281552e-08,-3.8905164890407096,-7.45448257566814,0
0,4,3,0,1.0,0.4,80,0.0,0.0,18,3.533860206604004,19,8.08334995494499e-05,1.4577044769250745e-08,-4.092408618750436,-7.836330512403192,0
0,4,3,0,1.0,0.4,80,0.0,0.0,19,3.758930206298828,20,5.081958171012102e-05,6.056598643452109e-09,-4.293968913896706,-8.21777120505708,0
0,4,3,0,1.0,0.4,80,0.0,0.0,20,3.8693835735321045,21,3.197408351843064e-05,2.5185226642902847e-09,-4.49520189496792,-8.598854136554566,0
0,4,3,0,1.0,0.4,80,0.0,0.0,21,4.1289403438568115,22,2.0132114603350745e-05,1.0480442581831313e-09,-4.69611060601873,-8.979620377009867,0
0,4,3,0,1.0,0.4,80,0.0,0.0,22,4.335568189620972,23,1.2685358342645299e-05,4.3641088644176036e-10,-4.89669726009102,-9.360104424301355,0
0,4,3,0,1.0,0.4,80,0.0,0.0,23,4.562417268753052,24,7.999011675974394e-06,1.8182964339485432e-10,-5.096963669281318,-9.740335313009858,0
0,4,3,0,1.0,0.4,80,0.0,0.0,24,4.791812181472778,25,5.0476411189982114e-06,7.579876827274202e-11,-5.296911530463473,-10.120337851580317,0
0,4,3,0,1.0,0.4,80,0.0,0.0,25,4.993104934692383,26,3.187552794897813e-06,3.161263651360725e-11,-5.49654261335237,-10.500139282219202,0
0,4,3,0,1.0,0.4,80,0.0,0.0,26,5.20727276802063,27,2.014378684671393e-06,1.3190343632150378e-11,-5.695858882737887,-10.879743890154716,0
0,4,3,0,1.0,0.4,80,0.0,0.0,27,5.424159288406372,28,1.2739061200236207e-06,5.505994797697223e-12,-5.894862575970831,-11.259164203282765,0
0,4,3,0,1.0,0.4,80,0.0,0.0,28,5.620198488235474,29,8.062017769082142e-07,2.2987306625032326e-12,-6.093556248975597,-11.638511911132207,0
0,4,3,0,1.0,0.4,80,0.0,0.0,29,5.827144145965576,30,5.146185765370426e-07,9.605967611695033e-13,-6.288514540819189,-12.017458881999143,0
0,4,3,0,1.0,0.4,80,0.0,0.0,30,6.008183479309082,31,3.329819292286216e-07,4.0144323820522297e-13,-6.477579334809729,-12.396375852818554,0
0,4,3,0,1.0,0.4,80,0.0,0.0,31,6.22391939163208,32,2.1545724153403476e-07,1.6795680394081223e-13,-6.666638904660227,-12.774802398168864,0
0,4,3,0,1.0,0.4,80,0.0,0.0,32,6.436622381210327,33,1.394140044540398e-07,7.048927390695031e-14,-6.855693598177585,-13.151876962972045,0
0,4,3,0,1.0,0.4,80,0.0,0.0,33,6.6528160572052,34,9.021033113146901e-08,2.9483578851316213e-14,-7.044743723029439,-13.530419800967605,0
0,4,3,0,1.0,0.4,80,0.0,0.0,34,6.845903635025024,35,5.837278953122303e-08,1.2508019197422904e-14,-7.233789552037285,-13.902811460869428,0
0,4,3,0,1.0,0.4,80,0.0,0.0,35,6.985501527786255,36,3.7771885635600026e-08,5.4231885212691864e-15,-7.422831333925594,-14.265745298326141,0
0,4,3,0,1.0,0.4,80,0.0,0.0,36,7.184509515762329,37,2.44416596220526e-08,1.9274280573664764e-15,-7.611869308240102,-14.715021823327254,0
0,4,3,0,1.0,0.4,80,0.0,0.0,37,7.43518328666687,38,1.5815987699724743e-08,1.147336165292714e-15,-7.800903681450059,-14.940309316761693,0
0,4,3,0,1.0,0.4,80,0.0,0.0,38,7.637909173965454,39,1.0234469654958348e-08,4.360495742973219e-16,-7.989934657338816,-15.360464133162916,0
0,4,3,0,1.0,0.4,80,0.0,0.0,39,7.859011888504028,40,6.622738123989523e-09,3.4630802585840793e-16,-8.1789624174663,-15.460537443346212,0
0,4,3,0,1.0,0.4,80,0.0,0.0,40,8.087123155593872,41,4.2856119773458795e-09,1.532883937072937e-16,-8.36798715287564,-15.81449072668311,0
0,4,3,0,1.0,0.4,80,0.0,0.0,41,8.313591241836548,42,2.773262277981446e-09,3.475323958536421e-16,-8.557009055595726,-15.45900470565026,0
0,4,3,0,1.0,0.4,80,0.0,0.0,42,8.503528594970703,43,1.7946169160127546e-09,4.307811468250471e-16,-8.746028242917161,-15.365743311894521,0
0,4,3,0,1.0,0.4,80,0.0,0.0,43,8.730892896652222,44,1.161328872997874e-09,4.307100630591074e-16,-8.935044776383002,-15.365814981313818,0
0,4,3,0,1.0,0.4,80,0.0,0.0,44,8.94289255142212,45,7.51521049139902e-10,9.51037134657693e-17,-9.12405885087576,-16.021802525058316,0
0,4,3,0,1.0,0.4,80,0.0,0.0,45,9.158091306686401,46,4.863276598143391e-10,4.351025343868293e-16,-9.313071029294404,-15.361408387019834,0
0,4,3,0,1.0,0.4,80,0.0,0.0,46,9.341179847717285,47,3.147166755765302e-10,-4.897669851457403e-16,-9.50208024495141,nan,0
0,4,3,0,1.0,0.4,80,0.0,0.0,47,9.55076551437378,48,2.0366297379933314e-10,6.826879621535323e-16,-9.691087919140507,-15.165777755001534,0
0,4,3,0,1.0,0.4,80,0.0,0.0,48,9.690958976745605,49,1.31797363294414e-10,3.3124769812657174e-16,-9.880093278043532,-15.479847131000499,0
0,4,3,0,1.0,0.4,80,0.0,0.0,49,9.939343690872192,50,8.52907593433497e-11,2.437325413193486e-16,-10.06909801905034,-15.613086483240586,0
0,4,3,0,1.0,0.4,80,0.0,0.0,50,10.157528400421143,51,5.519508455751404e-11,7.955485403384438e-17,-10.258099596991832,-16.099333316761584,0
0,4,3,0,1.0,0.4,80,0.0,0.0,51,10.38271713256836,52,3.571919569590488e-11,7.444955748648628e-16,-10.447098328864202,-15.12813787926504,0
0,4,3,0,1.0,0.4,80,0.0,0.0,52,10.594089269638062,53,2.3115335875985867e-11,6.186833019441905e-16,-10.636099791690425,-15.208531605284927,0
0,4,3,0,1.0,0.4,80,0.0,0.0,53,10.768107414245605,54,1.495900070814523e-11,5.977330729630103e-16,-10.825097417262574,-15.223492713702942,0
0,4,3,0,1.0,0.4,80,0.0,0.0,54,11.045494794845581,55,9.680928305333758e-12,1.9968553764744472e-17,-11.01408299614678,-16.699653388045444,0
0,4,3,0,1.0,0.4,80,0.0,0.0,55,11.37347149848938,56,6.2651411936544725e-12,4.474376284668422e-16,-11.203069137130477,-15.349267495544849,0
0,4,3,0,1.0,0.4,80,0.0,0.0,56,11.578266382217407,57,4.054697789493348e-12,5.005862687608269e-16,-11.392041509701034,-15.300521067398972,0
0,4,3,0,1.0,0.4,80,0.0,0.0,57,11.805173397064209,58,2.624106697711156e-12,8.297008678539638e-16,-11.581018510270042,-15.08107845564328,0
0,4,3,0,1.0,0.4,80,0.0,0.0,58,12.014261722564697,59,1.6983476967623583e-12,4.032039703125585e-16,-11.769973393404742,-15.394475200083498,0
0,4,3,0,1.0,0.4,80,0.0,0.0,59,12.316407203674316,60,1.0991130063638893e-12,5.5020576943245e-17,-11.95895765287481,-16.25947485993045,0
0,4,3,0,1.0,0.4,80,0.0,0.0,60,12.66933274269104,61,7.114225539251987e-13,5.1397328590510365e-17,-12.147872370679627,-16.289059453155506,0
0,4,3,0,1.0,0.4,80,0.0,0.0,61,12.942783832550049,62,4.604876936603404e-13,-2.5417474170337304e-16,-12.336781971649156,nan,0
0,4,3,0,1.0,0.4,80,0.0,0.0,62,13.13267207145691,63,2.981010395208085e-13,1.5287119649086136e-16,-12.525636509517977,-15.815674335277523,0
0,4,3,0,1.0,0.4,80,0.0,0.0,63,13.359319686889648,64,1.9293521523975981e-13,6.676396169487152e-16,-12.714588496106852,-15.175457900704997,0
0,4,3,0,1.0,0.4,80,0.0,0.0,64,13.60042405128479,65,1.2502264218860685e-13,1.8028549355036912e-16,-12.903011327095296,-15.744039216841012,0
0,4,3,0,1.0,0.4,80,0.0,0.0,65,13.804323196411133,66,8.105442881943106e-14,1.8720278345881966e-16,-13.0912232502875,-15.727687698162983,0
0,4,3,0,1.0,0.4,80,0.0,0.0,66,13.998334646224976,67,5.243393462327163e-14,1.632793811956945e-16,-13.280387551764433,-15.787068654199658,0
0,4,3,0,1.0,0.4,80,0.0,0.0,67,14.172303915023804,68,3.420205007953902e-14,8.46352827750285e-16,-13.465947861442485,-15.072448550434906,0
0,4,3,0,1.0,0.4,80,0.0,0.0,68,14.382944822311401,69,2.2086115091115043e-14,1.4553896074379938e-16,-13.655880669047987,-15.837020730588435,0
0,4,3,0,1.0,0.4,80,0.0,0.0,69,14.674432277679443,70,1.435048894540986e-14,3.5471904306244535e-16,-13.84313330153097,-15.450115495838913,0
0,4,3,0,1.0,0.4,80,0.0,0.0,70,14.892215728759766,71,9.578073350928262e-15,-1.4859899850680017e-16,-14.01872184136092,nan,0
0,4,3,0,1.0,0.4,80,0.0,0.0,71,15.089266061782837,72,6.3259877826736e-15,-5.365745013444063e-16,-14.198871651168725,nan,0
0,4,3,0,1.0,0.4,80,0.0,0.0,72,15.292493104934692,73,4.239571106082429e-15,4.788061853575057e-16,-14.372678076351411,-15.31984024788701,0
0,4,3,0,1.0,0.4,80,0.0,0.0,73,15.540451765060425,74,2.716687201415058e-15,2.2301748512504696e-16,-14.56596036324562,-15.651661085850344,0
0,4,3,0,1.0,0.4,80,0.0,0.0,74,15.73311448097229,75,1.711569860012352e-15,9.03697106452178e-17,-14.766605369854364,-16.043977108284626,0
0,4,3,0,1.0,0.4,80,0.0,0.0,75,15.987256526947021,76,1.3789422411532573e-15,8.574961645278748e-17,-14.860453924450518,-16.066767813825255,0
0,4,3,0,1.0,0.4,80,0.0,0.0,76,16.189541816711426,77,8.405848537270209e-16,6.172867871284976e-16,-15.075418439695843,-15.209513018899724,0
0,4,3,0,1.0,0.4,80,0.0,0.0,77,16.34725046157837,78,7.512567460549249e-16,-1.771662298087679e-16,-15.124211615140586,nan,0
0,4,3,0,1.0,0.4,80,0.0,0.0,78,16.56233024597168,79,5.935177393783343e-16,6.692031811068192e-16,-15.226566296087672,-15.174442003253795,0
0,4,3,0,1.0,0.4,80,0.0,0.0,79,16.768794536590576,80,4.078094774947877e-16,4.901926443066349e-16,-15.389542685434142,-15.30963320993626,0
0,4,3,0,1.0,0.4,80,0.0,0.0,80,16.997961044311523,81,3.565234223915769e-16,-9.006741729319644e-17,-15.44791193318584,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,0,0.0,1,0.5946829411710819,0.5246283302614485,-0.2257145193139481,-0.28014826093588857,0
0,4,3,0,0.5,1.0,80,0.0,0.0,1,0.19039130210876465,2,0.06082683521722339,0.006912480204688619,-1.2159047790237036,-2.1603660993771996,0
0,4,3,0,0.5,1.0,80,0.0,0.0,2,0.38428640365600586,3,0.011960277897084298,0.0004895015180297084,-1.9222587293970954,-3.3102459570357086,0
0,4,3,0,0.5,1.0,80,0.0,0.0,3,0.5914173126220703,4,0.0038994555847884204,5.32196735671198e-05,-2.408996021954605,-4.27392779360337,0
0,4,3,0,0.5,1.0,80,0.0,0.0,4,0.8036367893218994,5,0.0013571619510123743,6.514031338860325e-06,-2.8673683246067925,-5.186150156384998,0
0,4,3,0,0.5,1.0,80,0.0,0.0,5,1.0210835933685303,6,0.00048272010608890184,8.273246096402852e-07,-3.316304611722825,-6.082324056934542,0
0,4,3,0,0.5,1.0,80,0.0,0.0,6,1.2301816940307617,7,0.00017300179214717632,1.0641023016196244e-07,-3.7619493979371117,-6.97301661744215,0
0,4,3,0,0.5,1.0,80,0.0,0.0,7,1.4194741249084473,8,6.21688373924452e-05,1.3747730585539158e-08,-4.206427254214067,-7.8617689873262115,0
0,4,3,0,0.5,1.0,80,0.0,0.0,8,1.6060926914215088,9,2.236199690384297e-05,1.778989586015978e-09,-4.650489416993275,-8.749826594214577,0
0,4,3,0,0.5,1.0,80,0.0,0.0,9,1.7877380847930908,10,8.04630429707788e-06,2.3033779518674973e-10,-5.094403547200648,-9.63763479458331,0
0,4,3,0,0.5,1.0,80,0.0,0.0,10,2.0038273334503174,11,2.89557505479371e-06,2.982924486546852e-11,-5.538265173448516,-10.525357740768381,0
0,4,3,0,0.5,1.0,80,0.0,0.0,11,2.1470887660980225,12,1.0420574426774304e-06,3.863263773931794e-12,-5.982108340201344,-11.41304563830815,0
0,4,3,0,0.5,1.0,80,0.0,0.0,12,2.3769776821136475,13,3.7502038362822845e-07,5.003996582427526e-13,-6.425945126254482,-12.300682995588005,0
0,4,3,0,0.5,1.0,80,0.0,0.0,13,2.6758766174316406,14,1.349647085386446e-07,6.526573378104499e-14,-6.8697797788430535,-13.18531477486194,0
0,4,3,0,0.5,1.0,80,0.0,0.0,14,2.8269662857055664,15,4.857202742726982e-08,8.604343514903059e-15,-7.313613768421154,-14.06528225941326,0
0,4,3,0,0.5,1.0,80,0.0,0.0,15,3.0209994316101074,16,1.748044250951569e-08,5.338478552850574e-16,-7.757447577593585,-15.272582497699743,0
0,4,3,0,0.5,1.0,80,0.0,0.0,16,3.219722032546997,17,6.290984742019265e-09,5.839008312561463e-16,-8.201281368139565,-15.23366090647555,0
0,4,3,0,0.5,1.0,80,0.0,0.0,17,3.3644683361053467,18,2.264043797517144e-09,6.85953508515805e-17,-8.645115176054421,-16.163705318228033,0
0,4,3,0,0.5,1.0,80,0.0,0.0,18,3.5128815174102783,19,8.147999735167069e-10,2.9092974361496873e-16,-9.088948993787668,-15.536211875770777,0
0,4,3,0,0.5,1.0,80,0.0,0.0,19,3.7239909172058105,20,2.9323606952503804e-10,2.2376850027074767e-16,-9.532782610319366,-15.65020104882386,0
0,4,3,0,0.5,1.0,80,0.0,0.0,20,3.897324562072754,21,1.055318414977034e-10,4.229670393392079e-16,-9.976616483491128,-15.373693474683675,0
0,4,3,0,0.5,1.0,80,0.0,0.0,21,4.052228689193726,22,3.7979523232870914e-11,-1.7745129885839236e-17,-10.420450491379752,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,22,4.246702432632446,23,1.366834391843308e-11,2.993549676864196e-16,-10.864284102159008,-15.523813530500094,0
0,4,3,0,0.5,1.0,80,0.0,0.0,23,4.331876993179321,24,4.919320039047223e-12,3.850789259548346e-16,-11.308094922374417,-15.414450248170207,0
0,4,3,0,0.5,1.0,80,0.0,0.0,24,4.5233588218688965,25,1.7706864415526139e-12,2.597366370418982e-16,-11.751858338166238,-15.58546678682469,0
0,4,3,0,0.5,1.0,80,0.0,0.0,25,4.61603045463562,26,6.374026928980759e-13,6.866910341287394e-17,-12.195586106051643,-16.163238622991457,0
0,4,3,0,0.5,1.0,80,0.0,0.0,26,4.820501804351807,27,2.297496900158587e-13,-2.373363022651769e-18,-12.638745065902647,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,27,4.983894109725952,28,8.280227577281763e-14,1.4314893371662602e-16,-13.081957726717603,-15.844211882589711,0
0,4,3,0,0.5,1.0,80,0.0,0.0,28,5.126783609390259,29,3.024082201323117e-14,1.9398296646169487e-16,-13.519406407914273,-15.712236403556743,0
0,4,3,0,0.5,1.0,80,0.0,0.0,29,5.294169664382935,30,1.110428702268466e-14,5.087609831843852e-16,-13.954509321136598,-15.293486202071618,0
0,4,3,0,0.5,1.0,80,0.0,0.0,30,5.419995307922363,31,4.349171420396406e-15,7.680819719368421e-17,-14.36159347449951,-16.11459242832772,0
0,4,3,0,0.5,1.0,80,0.0,0.0,31,5.61426568031311,32,1.7215467805403351e-15,3.2169648451090695e-16,-14.764081171475434,-15.492553685028575,0
0,4,3,0,0.5,1.0,80,0.0,0.0,32,5.76723051071167,33,1.0262621955018487e-15,1.3346019544711652e-16,-14.988741668939312,-15.874648243477889,0
0,4,3,0,0.5,1.0,80,0.0,0.0,33,5.951695680618286,34,5.495109630776824e-16,-3.942424902323665e-17,-15.2600236387152,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,34,6.1804039478302,35,9.224631730322697e-16,6.053419073019133e-17,-15.035050962912122,-16.21799925921157,0
0,4,3,0,0.5,1.0,80,0.0,0.0,35,6.44793701171875,36,6.455204377770988e-16,-1.593194597915716e-16,-15.190090003012893,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,36,6.603288412094116,37,3.914821621107068e-16,-4.686873960637805e-16,-15.407288021788363,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,37,6.673515796661377,38,5.354305437462905e-16,3.574208827631631e-16,-15.271296858023737,-15.44682007688952,0
0,4,3,0,0.5,1.0,80,0.0,0.0,38,6.778824806213379,39,4.680274796495354e-16,3.199062383076482e-16,-15.329728647118614,-15.49497729090629,0
0,4,3,0,0.5,1.0,80,0.0,0.0,39,6.8748393058776855,40,6.854478278698707e-16,3.09745689060826e-16,-15.164025595477678,-15.508994729278367,0
0,4,3,0,0.5,1.0,80,0.0,0.0,40,6.9842681884765625,41,7.14818438811795e-16,5.969222939360558e-16,-15.145804253353113,-15.224082200715293,0
0,4,3,0,0.5,1.0,80,0.0,0.0,41,7.126610994338989,42,7.412195414834383e-16,3.028324044146218e-16,-15.130053139479216,-15.518797655243652,0
0,4,3,0,0.5,1.0,80,0.0,0.0,42,7.314163684844971,43,5.392523525924155e-16,-3.8750915824788955e-17,-15.268207951527828,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,43,7.48762059211731,44,2.5789846499678804e-16,2.6162076043134107e-16,-15.588551242760893,-15.582327796345346,0
0,4,3,0,0.5,1.0,80,0.0,0.0,44,7.628490209579468,45,6.056848281314746e-16,2.868227008994052e-16,-15.217753304892593,-15.542386478927565,0
0,4,3,0,0.5,1.0,80,0.0,0.0,45,7.777393579483032,46,3.7265105983029044e-16,3.466312621464779e-17,-15.428697639286025,-16.460132271496754,0
0,4,3,0,0.5,1.0,80,0.0,0.0,46,7.955830097198486,47,5.505611586993112e-16,-5.0632992070108524e-17,-15.25919443071525,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,47,8.130268096923828,48,8.914843363329202e-16,1.383768139618145e-16,-15.049886283115594,-15.85893667297181,0
0,4,3,0,0.5,1.0,80,0.0,0.0,48,8.29823923110962,49,6.411922084535504e-16,-1.9372356156122633e-16,-15.193011763682502,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,49,8.46098279953003,50,4.2412044439685593e-16,8.847731634128388e-17,-15.372510792207263,-16.053168058686836,0
0,4,3,0,0.5,1.0,80,0.0,0.0,50,8.623946905136108,51,6.024942945746809e-16,4.367286464614914e-16,-15.220047061361335,-15.359788320347677,0
0,4,3,0,0.5,1.0,80,0.0,0.0,51,8.780455589294434,52,5.239362117168868e-16,4.503960390767877e-16,-15.280721584363004,-15.346405437461014,0
0,4,3,0,0.5,1.0,80,0.0,0.0,52,8.948569059371948,53,1.894367443157854e-16,3.814011559711893e-16,-15.722535778733775,-15.418617995004885,0
0,4,3,0,0.5,1.0,80,0.0,0.0,53,9.089581489562988,54,6.419679745986905e-16,3.778725956028619e-17,-15.192486636731745,-16.42265460321401,0
0,4,3,0,0.5,1.0,80,0.0,0.0,54,9.247115850448608,55,4.985394233398615e-16,2.748053869551454e-16,-15.302300492995286,-15.560974758141006,0
0,4,3,0,0.5,1.0,80,0.0,0.0,55,9.429028272628784,56,6.272894626986848e-16,7.343776913302946e-17,-15.202532007744432,-16.13408052445293,0
0,4,3,0,0.5,1.0,80,0.0,0.0,56,9.571377754211426,57,5.006061503198922e-16,-1.0516653880053347e-16,-15.300503819063426,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,57,9.746842622756958,58,5.834147862550381e-16,2.0176141302664565e-16,-15.234022568173499,-15.695161889199195,0
0,4,3,0,0.5,1.0,80,0.0,0.0,58,9.928899765014648,59,6.450715006232677e-16,4.300864782470355e-16,-15.190392144891659,-15.36644421128225,0
0,4,3,0,0.5,1.0,80,0.0,0.0,59,10.08838176727295,60,4.528407651298831e-16,5.331747621926162e-16,-15.344054484483058,-15.273130416084676,0
0,4,3,0,0.5,1.0,80,0.0,0.0,60,10.211228132247925,61,7.847915280749333e-16,-5.702840827155576e-17,-15.105245693867362,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,61,10.354717254638672,62,6.894765472567584e-16,1.1122552137802754e-17,-15.161480501888716,-16.953795549786978,0
0,4,3,0,0.5,1.0,80,0.0,0.0,62,10.522249698638916,63,5.012933403418069e-16,-6.86969471888751e-17,-15.299908064930166,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,63,10.794346570968628,64,6.901817404952952e-16,4.010197445860842e-16,-15.161036534622962,-15.396834243954176,0
0,4,3,0,0.5,1.0,80,0.0,0.0,64,10.971492767333984,65,5.9696776376998325e-16,3.334113674366189e-16,-15.224049120118213,-15.477019597276948,0
0,4,3,0,0.5,1.0,80,0.0,0.0,65,11.089435815811157,66,4.646222619750082e-16,4.202850653635e-16,-15.332899985191668,-15.37645604217505,0
0,4,3,0,0.5,1.0,80,0.0,0.0,66,11.296633958816528,67,7.439052968721013e-16,1.9106085829824417e-16,-15.12848234894838,-15.718828275614895,0
0,4,3,0,0.5,1.0,80,0.0,0.0,67,11.4567711353302,68,6.260462205475214e-16,1.5085129547851715e-16,-15.203393601952955,-15.82145095584527,0
0,4,3,0,0.5,1.0,80,0.0,0.0,68,11.580471992492676,69,9.143949869446927e-16,1.7675724045050608e-16,-15.038866163571026,-15.752622787300245,0
0,4,3,0,0.5,1.0,80,0.0,0.0,69,11.730944871902466,70,4.723878207223201e-16,1.608121992322278e-16,-15.325701308055297,-15.793681008707722,0
0,4,3,0,0.5,1.0,80,0.0,0.0,70,11.873504400253296,71,6.005640338235589e-16,6.083617653767437e-16,-15.2214406800952,-15.215838088517279,0
0,4,3,0,0.5,1.0,80,0.0,0.0,71,12.01796817779541,72,7.049384225777234e-16,-5.168992106081215e-16,-15.151848817622332,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,72,12.260620355606079,73,7.325610889927783e-16,-5.68507721802156e-17,-15.135156153217906,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,73,12.462290525436401,74,5.443924015283456e-16,4.89918294848884e-17,-15.26408794518314,-16.309876342532718,0
0,4,3,0,0.5,1.0,80,0.0,0.0,74,12.69091248512268,75,5.111169544009152e-16,-9.008536336387127e-17,-15.291479712704248,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,75,12.924330472946167,76,5.604303909026345e-16,2.6373444384181373e-16,-15.25147832191688,-15.578833147439855,0
0,4,3,0,0.5,1.0,80,0.0,0.0,76,13.088638067245483,77,4.252379974159575e-16,3.8887591934860843e-16,-15.371367935750861,-15.410188949158572,0
0,4,3,0,0.5,1.0,80,0.0,0.0,77,13.256402015686035,78,7.179667151431618e-16,-1.8805194721505813e-16,-15.143895689134757,nan,0
0,4,3,0,0.5,1.0,80,0.0,0.0,78,13.350697994232178,79,5.028596730549373e-16,1.9019304400315038e-16,-15.298553191326686,-15.720805370712435,0
0,4,3,0,0.5,1.0,80,0.0,0.0,79,13.506787061691284,80,8.556279902688135e-16,1.7337151867309816e-16,-15.067715016736718,-15.761022246531452,0
0,4,3,0,0.5,1.0,80,0.0,0.0,80,13.672366380691528,81,7.16177313873016e-16,-1.0300382726351883e-16,-15.144979440118043,nan,0
0,4,3,0,0.5,0.7,80,0.0,0.0,0,0.0006468296051025391,1,0.5946829411710819,0.5246283302614485,-0.2257145193139481,-0.28014826093588857,0
0,4,3,0,0.5,0.7,80,0.0,0.0,1,0.1188199520111084,2,0.18558867041160587,0.04768745964296934,-0.7314485395821639,-1.3215958122364182,0
0,4,3,0,0.5,0.7,80,0.0,0.0,2,0.2753732204437256,3,0.06895380881165361,0.007497351760225174,-1.1614417396375472,-2.125092112477761,0
0,4,3,0,0.5,0.7,80,0.0,0.0,3,0.41530776023864746,4,0.028082240720023716,0.001589816361729732,-1.5515682422147044,-2.7986530377508507,0
0,4,3,0,0.5,0.7,80,0.0,0.0,4,0.5707170963287354,5,0.01214233204500214,0.00039641101465930344,-1.9156978950555232,-3.401854286731423,0
0,4,3,0,0.5,0.7,80,0.0,0.0,5,0.7192525863647461,6,0.005527372579061286,0.00010826793446371778,-2.257481260300294,-3.965500148614443,0
0,4,3,0,0.5,0.7,80,0.0,0.0,6,0.9115540981292725,7,0.002962326457388265,3.109782579912494e-05,-2.5283670826042113,-4.507269973559984,0
0,4,3,0,0.5,0.7,80,0.0,0.0,7,1.0650959014892578,8,0.001608849754905984,9.179393700832245e-06,-2.7934845113154747,-5.037186003012117,0
0,4,3,0,0.5,0.7,80,0.0,0.0,8,1.2222967147827148,9,0.0008800958574769955,2.749473168395006e-06,-3.0554700231838128,-5.5607505141617155,0
0,4,3,0,0.5,0.7,80,0.0,0.0,9,1.364210844039917,10,0.0004833533303951726,8.299973633994306e-07,-3.315735284690286,-6.080923287217778,0
0,4,3,0,0.5,0.7,80,0.0,0.0,10,1.5473551750183105,11,0.0002660424949716716,2.5160362763772346e-07,-3.575048987964076,-6.599283101495099,0
0,4,3,0,0.5,0.7,80,0.0,0.0,11,1.6987872123718262,12,0.0001466108294054343,7.64414602740345e-08,-3.8338339493584717,-7.116671025137463,0
0,4,3,0,0.5,0.7,80,0.0,0.0,12,1.8552918434143066,13,8.0849208831285e-05,2.3252193497709745e-08,-4.092324225626329,-7.633536071633508,0
0,4,3,0,0.5,0.7,80,0.0,0.0,13,2.00075101852417,14,4.460155995980116e-05,7.077521060048272e-09,-4.350649951375619,-8.15011882966344,0
0,4,3,0,0.5,0.7,80,0.0,0.0,14,2.129654884338379,15,2.461026441583822e-05,2.155020453094495e-09,-4.6088837201565,-8.666548603635999,0
0,4,3,0,0.5,0.7,80,0.0,0.0,15,2.319728136062622,16,1.3581066151776827e-05,6.563037801175992e-10,-4.8670661353825615,-9.182895094326824,0
0,4,3,0,0.5,0.7,80,0.0,0.0,16,2.446802854537964,17,7.49514506850831e-06,1.9989596849297674e-10,-5.125219956966076,-9.699195964655818,0
0,4,3,0,0.5,0.7,80,0.0,0.0,17,2.602235794067383,18,4.136585802066178e-06,6.088757934798704e-11,-5.383357963001683,-10.215471291452275,0
0,4,3,0,0.5,0.7,80,0.0,0.0,18,2.7457125186920166,19,2.2830355179294878e-06,1.854675209192519e-11,-5.641487331996056,-10.73173213305999,0
0,4,3,0,0.5,0.7,80,0.0,0.0,19,2.8886349201202393,20,1.2600503715391493e-06,5.649867318490471e-12,-5.8996120932600284,-11.247961751034374,0
0,4,3,0,0.5,0.7,80,0.0,0.0,20,3.037039279937744,21,6.954493409986025e-07,1.7212412590139866e-12,-6.15773450007317,-11.764158252208734,0
